id,file_performer,file_title,file_track,file_release,file_path,file_name,jams_path
isophonics_17,The Beatles,All You Need Is Love,11,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/11_-_All_You_Need_Is_Love.jams,11_-_All_You_Need_Is_Love.jams,../../partitions/isophonics/choco/jams/isophonics_17.jams
isophonics_18,The Beatles,I Am The Walrus,06,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/06_-_I_Am_The_Walrus.jams,06_-_I_Am_The_Walrus.jams,../../partitions/isophonics/choco/jams/isophonics_18.jams
isophonics_19,The Beatles,Your Mother Should Know,05,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/05_-_Your_Mother_Should_Know.jams,05_-_Your_Mother_Should_Know.jams,../../partitions/isophonics/choco/jams/isophonics_19.jams
isophonics_20,The Beatles,Magical Mystery Tour,01,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/01_-_Magical_Mystery_Tour.jams,01_-_Magical_Mystery_Tour.jams,../../partitions/isophonics/choco/jams/isophonics_20.jams
isophonics_21,The Beatles,Baby You're A Rich Man,10,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/10_-_Baby_You're_A_Rich_Man.jams,10_-_Baby_You're_A_Rich_Man.jams,../../partitions/isophonics/choco/jams/isophonics_21.jams
isophonics_22,The Beatles,Hello Goodbye,07,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/07_-_Hello_Goodbye.jams,07_-_Hello_Goodbye.jams,../../partitions/isophonics/choco/jams/isophonics_22.jams
isophonics_23,The Beatles,Penny Lane,09,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/09_-_Penny_Lane.jams,09_-_Penny_Lane.jams,../../partitions/isophonics/choco/jams/isophonics_23.jams
isophonics_24,The Beatles,Blue Jay Way,04,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/04_-_Blue_Jay_Way.jams,04_-_Blue_Jay_Way.jams,../../partitions/isophonics/choco/jams/isophonics_24.jams
isophonics_25,The Beatles,Strawberry Fields Forever,08,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/08_-_Strawberry_Fields_Forever.jams,08_-_Strawberry_Fields_Forever.jams,../../partitions/isophonics/choco/jams/isophonics_25.jams
isophonics_26,The Beatles,The Fool On The Hill,02,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/02_-_The_Fool_On_The_Hill.jams,02_-_The_Fool_On_The_Hill.jams,../../partitions/isophonics/choco/jams/isophonics_26.jams
isophonics_27,The Beatles,Flying,03,Magical Mystery Tour,../../partitions/isophonics/raw/The Beatles/09_-_Magical_Mystery_Tour/03_-_Flying.jams,03_-_Flying.jams,../../partitions/isophonics/choco/jams/isophonics_27.jams
isophonics_28,The Beatles,Dizzy Miss Lizzy,14,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/14_-_Dizzy_Miss_Lizzy.jams,14_-_Dizzy_Miss_Lizzy.jams,../../partitions/isophonics/choco/jams/isophonics_28.jams
isophonics_29,The Beatles,Ticket To Ride,07,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/07_-_Ticket_To_Ride.jams,07_-_Ticket_To_Ride.jams,../../partitions/isophonics/choco/jams/isophonics_29.jams
isophonics_30,The Beatles,I Need You,04,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/04_-_I_Need_You.jams,04_-_I_Need_You.jams,../../partitions/isophonics/choco/jams/isophonics_30.jams
isophonics_31,The Beatles,The Night Before,02,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/02_-_The_Night_Before.jams,02_-_The_Night_Before.jams,../../partitions/isophonics/choco/jams/isophonics_31.jams
isophonics_32,The Beatles,You Like Me Too Much,10,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/10_-_You_Like_Me_Too_Much.jams,10_-_You_Like_Me_Too_Much.jams,../../partitions/isophonics/choco/jams/isophonics_32.jams
isophonics_33,The Beatles,Another Girl,05,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/05_-_Another_Girl.jams,05_-_Another_Girl.jams,../../partitions/isophonics/choco/jams/isophonics_33.jams
isophonics_34,The Beatles,Help!,01,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/01_-_Help!.jams,01_-_Help!.jams,../../partitions/isophonics/choco/jams/isophonics_34.jams
isophonics_35,The Beatles,It's Only Love,09,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/09_-_It's_Only_Love.jams,09_-_It's_Only_Love.jams,../../partitions/isophonics/choco/jams/isophonics_35.jams
isophonics_36,The Beatles,You're Going To Lose That Girl,06,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/06_-_You're_Going_To_Lose_That_Girl.jams,06_-_You're_Going_To_Lose_That_Girl.jams,../../partitions/isophonics/choco/jams/isophonics_36.jams
isophonics_37,The Beatles,I've Just Seen a Face,12,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/12_-_I've_Just_Seen_a_Face.jams,12_-_I've_Just_Seen_a_Face.jams,../../partitions/isophonics/choco/jams/isophonics_37.jams
isophonics_38,The Beatles,Act Naturally,08,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/08_-_Act_Naturally.jams,08_-_Act_Naturally.jams,../../partitions/isophonics/choco/jams/isophonics_38.jams
isophonics_39,The Beatles,You've Got To Hide Your Love Away,03,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/03_-_You've_Got_To_Hide_Your_Love_Away.jams,03_-_You've_Got_To_Hide_Your_Love_Away.jams,../../partitions/isophonics/choco/jams/isophonics_39.jams
isophonics_40,The Beatles,Tell Me What You See,11,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/11_-_Tell_Me_What_You_See.jams,11_-_Tell_Me_What_You_See.jams,../../partitions/isophonics/choco/jams/isophonics_40.jams
isophonics_41,The Beatles,Yesterday,13,Help!,../../partitions/isophonics/raw/The Beatles/05_-_Help!/13_-_Yesterday.jams,13_-_Yesterday.jams,../../partitions/isophonics/choco/jams/isophonics_41.jams
isophonics_42,The Beatles,Rock and Roll Music,04,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/04_-_Rock_and_Roll_Music.jams,04_-_Rock_and_Roll_Music.jams,../../partitions/isophonics/choco/jams/isophonics_42.jams
isophonics_43,The Beatles,I'll Follow the Sun,05,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/05_-_I'll_Follow_the_Sun.jams,05_-_I'll_Follow_the_Sun.jams,../../partitions/isophonics/choco/jams/isophonics_43.jams
isophonics_44,The Beatles,Mr. Moonlight,06,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/06_-_Mr._Moonlight.jams,06_-_Mr._Moonlight.jams,../../partitions/isophonics/choco/jams/isophonics_44.jams
isophonics_45,The Beatles,I'm a Loser,02,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/02_-_I'm_a_Loser.jams,02_-_I'm_a_Loser.jams,../../partitions/isophonics/choco/jams/isophonics_45.jams
isophonics_46,The Beatles,Eight Days a Week,08,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/08_-_Eight_Days_a_Week.jams,08_-_Eight_Days_a_Week.jams,../../partitions/isophonics/choco/jams/isophonics_46.jams
isophonics_47,The Beatles,Baby's In Black,03,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/03_-_Baby's_In_Black.jams,03_-_Baby's_In_Black.jams,../../partitions/isophonics/choco/jams/isophonics_47.jams
isophonics_48,The Beatles,I Don't Want to Spoil the Party,12,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/12_-_I_Don't_Want_to_Spoil_the_Party.jams,12_-_I_Don't_Want_to_Spoil_the_Party.jams,../../partitions/isophonics/choco/jams/isophonics_48.jams
isophonics_49,The Beatles,What You're Doing,13,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/13_-_What_You're_Doing.jams,13_-_What_You're_Doing.jams,../../partitions/isophonics/choco/jams/isophonics_49.jams
isophonics_50,The Beatles,Every Little Thing,11,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/11_-_Every_Little_Thing.jams,11_-_Every_Little_Thing.jams,../../partitions/isophonics/choco/jams/isophonics_50.jams
isophonics_51,The Beatles,Everybody's Trying to Be My Baby,14,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/14_-_Everybody's_Trying_to_Be_My_Baby.jams,14_-_Everybody's_Trying_to_Be_My_Baby.jams,../../partitions/isophonics/choco/jams/isophonics_51.jams
isophonics_52,The Beatles,Words of Love,09,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/09_-_Words_of_Love.jams,09_-_Words_of_Love.jams,../../partitions/isophonics/choco/jams/isophonics_52.jams
isophonics_53,The Beatles,Honey Don't,10,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/10_-_Honey_Don't.jams,10_-_Honey_Don't.jams,../../partitions/isophonics/choco/jams/isophonics_53.jams
isophonics_54,The Beatles,"Kansas City- Hey, Hey, Hey, Hey",07,Beatles for Sale,"../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/07_-_Kansas_City-_Hey,_Hey,_Hey,_Hey.jams","07_-_Kansas_City-_Hey,_Hey,_Hey,_Hey.jams",../../partitions/isophonics/choco/jams/isophonics_54.jams
isophonics_55,The Beatles,No Reply,01,Beatles for Sale,../../partitions/isophonics/raw/The Beatles/04_-_Beatles_for_Sale/01_-_No_Reply.jams,01_-_No_Reply.jams,../../partitions/isophonics/choco/jams/isophonics_55.jams
isophonics_56,The Beatles,Any Time At All,08,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/08_-_Any_Time_At_All.jams,08_-_Any_Time_At_All.jams,../../partitions/isophonics/choco/jams/isophonics_56.jams
isophonics_57,The Beatles,Things We Said Today,10,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/10_-_Things_We_Said_Today.jams,10_-_Things_We_Said_Today.jams,../../partitions/isophonics/choco/jams/isophonics_57.jams
isophonics_58,The Beatles,You Can't Do That,12,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/12_-_You_Can't_Do_That.jams,12_-_You_Can't_Do_That.jams,../../partitions/isophonics/choco/jams/isophonics_58.jams
isophonics_59,The Beatles,And I Love Her,05,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/05_-_And_I_Love_Her.jams,05_-_And_I_Love_Her.jams,../../partitions/isophonics/choco/jams/isophonics_59.jams
isophonics_60,The Beatles,I'll Be Back,13,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/13_-_I'll_Be_Back.jams,13_-_I'll_Be_Back.jams,../../partitions/isophonics/choco/jams/isophonics_60.jams
isophonics_61,The Beatles,Can't Buy Me Love,07,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/07_-_Can't_Buy_Me_Love.jams,07_-_Can't_Buy_Me_Love.jams,../../partitions/isophonics/choco/jams/isophonics_61.jams
isophonics_62,The Beatles,If I Fell,03,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/03_-_If_I_Fell.jams,03_-_If_I_Fell.jams,../../partitions/isophonics/choco/jams/isophonics_62.jams
isophonics_63,The Beatles,I'll Cry Instead,09,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/09_-_I'll_Cry_Instead.jams,09_-_I'll_Cry_Instead.jams,../../partitions/isophonics/choco/jams/isophonics_63.jams
isophonics_64,The Beatles,I'm Happy Just To Dance With You,04,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/04_-_I'm_Happy_Just_To_Dance_With_You.jams,04_-_I'm_Happy_Just_To_Dance_With_You.jams,../../partitions/isophonics/choco/jams/isophonics_64.jams
isophonics_65,The Beatles,I Should Have Known Better,02,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/02_-_I_Should_Have_Known_Better.jams,02_-_I_Should_Have_Known_Better.jams,../../partitions/isophonics/choco/jams/isophonics_65.jams
isophonics_66,The Beatles,When I Get Home,11,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/11_-_When_I_Get_Home.jams,11_-_When_I_Get_Home.jams,../../partitions/isophonics/choco/jams/isophonics_66.jams
isophonics_67,The Beatles,A Hard Day's Night,01,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/01_-_A_Hard_Day's_Night.jams,01_-_A_Hard_Day's_Night.jams,../../partitions/isophonics/choco/jams/isophonics_67.jams
isophonics_68,The Beatles,Tell Me Why,06,A Hard Day's Night,../../partitions/isophonics/raw/The Beatles/03_-_A_Hard_Day's_Night/06_-_Tell_Me_Why.jams,06_-_Tell_Me_Why.jams,../../partitions/isophonics/choco/jams/isophonics_68.jams
isophonics_69,The Beatles,A Taste Of Honey,12,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/12_-_A_Taste_Of_Honey.jams,12_-_A_Taste_Of_Honey.jams,../../partitions/isophonics/choco/jams/isophonics_69.jams
isophonics_70,The Beatles,Chains,04,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/04_-_Chains.jams,04_-_Chains.jams,../../partitions/isophonics/choco/jams/isophonics_70.jams
isophonics_71,The Beatles,Twist And Shout,14,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/14_-_Twist_And_Shout.jams,14_-_Twist_And_Shout.jams,../../partitions/isophonics/choco/jams/isophonics_71.jams
isophonics_72,The Beatles,I Saw Her Standing There,01,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/01_-_I_Saw_Her_Standing_There.jams,01_-_I_Saw_Her_Standing_There.jams,../../partitions/isophonics/choco/jams/isophonics_72.jams
isophonics_73,The Beatles,Love Me Do,08,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/08_-_Love_Me_Do.jams,08_-_Love_Me_Do.jams,../../partitions/isophonics/choco/jams/isophonics_73.jams
isophonics_74,The Beatles,P. S. I Love You,09,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/09_-_P._S._I_Love_You.jams,09_-_P._S._I_Love_You.jams,../../partitions/isophonics/choco/jams/isophonics_74.jams
isophonics_75,The Beatles,Misery,02,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/02_-_Misery.jams,02_-_Misery.jams,../../partitions/isophonics/choco/jams/isophonics_75.jams
isophonics_76,The Beatles,Baby It's You,10,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/10_-_Baby_It's_You.jams,10_-_Baby_It's_You.jams,../../partitions/isophonics/choco/jams/isophonics_76.jams
isophonics_77,The Beatles,Please Please Me,07,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/07_-_Please_Please_Me.jams,07_-_Please_Please_Me.jams,../../partitions/isophonics/choco/jams/isophonics_77.jams
isophonics_78,The Beatles,There's A Place,13,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/13_-_There's_A_Place.jams,13_-_There's_A_Place.jams,../../partitions/isophonics/choco/jams/isophonics_78.jams
isophonics_79,The Beatles,Boys,05,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/05_-_Boys.jams,05_-_Boys.jams,../../partitions/isophonics/choco/jams/isophonics_79.jams
isophonics_80,The Beatles,Ask Me Why,06,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/06_-_Ask_Me_Why.jams,06_-_Ask_Me_Why.jams,../../partitions/isophonics/choco/jams/isophonics_80.jams
isophonics_81,The Beatles,Do You Want To Know A Secret,11,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/11_-_Do_You_Want_To_Know_A_Secret.jams,11_-_Do_You_Want_To_Know_A_Secret.jams,../../partitions/isophonics/choco/jams/isophonics_81.jams
isophonics_82,The Beatles,Anna (Go To Him),03,Please Please Me,../../partitions/isophonics/raw/The Beatles/01_-_Please_Please_Me/03_-_Anna_(Go_To_Him).jams,03_-_Anna_(Go_To_Him).jams,../../partitions/isophonics/choco/jams/isophonics_82.jams
isophonics_83,The Beatles,Long Long Long,07,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_07_-_Long_Long_Long.jams,CD2_-_07_-_Long_Long_Long.jams,../../partitions/isophonics/choco/jams/isophonics_83.jams
isophonics_84,The Beatles,Everybody's Got Something To Hide Except Me and My Monkey,04,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_04_-_Everybody's_Got_Something_To_Hide_Except_Me_and_My_Monkey.jams,CD2_-_04_-_Everybody's_Got_Something_To_Hide_Except_Me_and_My_Monkey.jams,../../partitions/isophonics/choco/jams/isophonics_84.jams
isophonics_85,The Beatles,Birthday,01,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_01_-_Birthday.jams,CD2_-_01_-_Birthday.jams,../../partitions/isophonics/choco/jams/isophonics_85.jams
isophonics_86,The Beatles,Revolution 1,08,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_08_-_Revolution_1.jams,CD2_-_08_-_Revolution_1.jams,../../partitions/isophonics/choco/jams/isophonics_86.jams
isophonics_87,The Beatles,Savoy Truffle,10,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_10_-_Savoy_Truffle.jams,CD2_-_10_-_Savoy_Truffle.jams,../../partitions/isophonics/choco/jams/isophonics_87.jams
isophonics_88,The Beatles,Helter Skelter,06,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_06_-_Helter_Skelter.jams,CD2_-_06_-_Helter_Skelter.jams,../../partitions/isophonics/choco/jams/isophonics_88.jams
isophonics_89,The Beatles,Good Night,13,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_13_-_Good_Night.jams,CD2_-_13_-_Good_Night.jams,../../partitions/isophonics/choco/jams/isophonics_89.jams
isophonics_90,The Beatles,Mother Nature's Son,03,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_03_-_Mother_Nature's_Son.jams,CD2_-_03_-_Mother_Nature's_Son.jams,../../partitions/isophonics/choco/jams/isophonics_90.jams
isophonics_91,The Beatles,Honey Pie,09,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_09_-_Honey_Pie.jams,CD2_-_09_-_Honey_Pie.jams,../../partitions/isophonics/choco/jams/isophonics_91.jams
isophonics_92,The Beatles,Sexy Sadie,05,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_05_-_Sexy_Sadie.jams,CD2_-_05_-_Sexy_Sadie.jams,../../partitions/isophonics/choco/jams/isophonics_92.jams
isophonics_93,The Beatles,Yer Blues,02,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_02_-_Yer_Blues.jams,CD2_-_02_-_Yer_Blues.jams,../../partitions/isophonics/choco/jams/isophonics_93.jams
isophonics_94,The Beatles,Revolution 9,12,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_12_-_Revolution_9.jams,CD2_-_12_-_Revolution_9.jams,../../partitions/isophonics/choco/jams/isophonics_94.jams
isophonics_95,The Beatles,Cry Baby Cry,11,The Beatles CD2,../../partitions/isophonics/raw/The Beatles/10_-_The_Beatles_CD2/CD2_-_11_-_Cry_Baby_Cry.jams,CD2_-_11_-_Cry_Baby_Cry.jams,../../partitions/isophonics/choco/jams/isophonics_95.jams
isophonics_96,The Beatles,Within You Without You,08,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/08_-_Within_You_Without_You.jams,08_-_Within_You_Without_You.jams,../../partitions/isophonics/choco/jams/isophonics_96.jams
isophonics_97,The Beatles,When I'm Sixty-Four,09,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/09_-_When_I'm_Sixty-Four.jams,09_-_When_I'm_Sixty-Four.jams,../../partitions/isophonics/choco/jams/isophonics_97.jams
isophonics_98,The Beatles,Good Morning Good Morning,11,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/11_-_Good_Morning_Good_Morning.jams,11_-_Good_Morning_Good_Morning.jams,../../partitions/isophonics/choco/jams/isophonics_98.jams
isophonics_99,The Beatles,A Day In The Life,13,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/13_-_A_Day_In_The_Life.jams,13_-_A_Day_In_The_Life.jams,../../partitions/isophonics/choco/jams/isophonics_99.jams
isophonics_100,The Beatles,Being For The Benefit Of Mr. Kite!,07,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/07_-_Being_For_The_Benefit_Of_Mr._Kite!.jams,07_-_Being_For_The_Benefit_Of_Mr._Kite!.jams,../../partitions/isophonics/choco/jams/isophonics_100.jams
isophonics_101,The Beatles,Fixing A Hole,05,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/05_-_Fixing_A_Hole.jams,05_-_Fixing_A_Hole.jams,../../partitions/isophonics/choco/jams/isophonics_101.jams
isophonics_102,The Beatles,Lucy In The Sky With Diamonds,03,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/03_-_Lucy_In_The_Sky_With_Diamonds.jams,03_-_Lucy_In_The_Sky_With_Diamonds.jams,../../partitions/isophonics/choco/jams/isophonics_102.jams
isophonics_103,The Beatles,Getting Better,04,Sgt. Pepper's Lonely Hearts Club Band,../../partitions/isophonics/raw/The Beatles/08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band/04_-_Getting_Better.jams,04_-_Getting_Better.jams,../../partitions/isophonics/choco/jams/isophonics_103.jams
