jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
schubert-winterreise-audio_116.jams,Das Wirtshaus,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,21,268.02,,93a7c7ed-c8c6-4c93-8fd3-acb308466c12,,,,https://music.youtube.com/watch?v=lu5Yj977YIQ,
schubert-winterreise-audio_51.jams,Erstarrung,Roger VignolesandThomas Allen,Journey for One: A Winterreise Fantasy for Solo Piano,4,183.27,,41ae937b-45e6-4020-8037-425d514bfa52,,,,https://music.youtube.com/watch?v=Vg3B2EWgSgs,
schubert-winterreise-audio_182.jams,Die Krähe,Charles SpencerandThomas Quasthoff,Umsonst & draußen,13,116.31,,9ce13753-47ab-4aa3-a525-278a1ccd9ba0,,,,https://music.youtube.com/watch?v=V7ZDfKEMDm0,
schubert-winterreise-audio_213.jams,Muth,Ulrich EisenlohrandRoman Trekel,Waheguru Simran,,93.56,,,,,,https://music.youtube.com/watch?v=tIJ86rHFxfA,
schubert-winterreise-audio_10.jams,Frühlingstraum,Hanns-Udo MullerandGerhard Husch,"Schubert: Winterreise, D.911",,254.58,,,,,,https://music.youtube.com/watch?v=6NQHd5OTzNs,
schubert-winterreise-audio_205.jams,Der greise Kopf,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,14,202.27,,0e05f36e-de62-4832-bf79-f92b1283b5c9,,,,https://music.youtube.com/watch?v=2SasV6tFqpc,
schubert-winterreise-audio_47.jams,Der Leiermann,Jeremy DenkandRandall Scarlata,Gloires,,207.8,,,,,,https://music.youtube.com/watch?v=Jyc1c0gxx6A,
schubert-winterreise-audio_194.jams,Gefrorne Tränen,Ulrich EisenlohrandRoman Trekel,Winterreise,3,170.4,,143a01f4-1916-40b3-a802-d58e941045f3,,,,https://music.youtube.com/watch?v=PMpIJVY6xCY,
schubert-winterreise-audio_103.jams,Rückblick,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,8,146.03,,88b37ee8-27f0-4539-a9cb-769046e3f960,,,,https://music.youtube.com/watch?v=EdD4i0brzJI,
schubert-winterreise-audio_68.jams,Das Wirtshaus,Roger VignolesandThomas Allen,Journey for One: A Winterreise Fantasy for Solo Piano,21,268.71,,3200fb6d-9adf-40da-8dab-eb82953361c6,,,,https://music.youtube.com/watch?v=y0Vz06yoyiE,
schubert-winterreise-audio_154.jams,Frühlingstraum,Bert van den BrinkandThomas Oliemans,Schubert: Winterreise,,258.75,,,,,,https://music.youtube.com/watch?v=1j2AwF5DAs8,
schubert-winterreise-audio_87.jams,Letzte Hoffnung,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,C4,151.98,,f8bc22f1-0c69-4175-a5f6-bfd0a0d47a5b,,,,https://music.youtube.com/watch?v=NelPeyrQNfE,
schubert-winterreise-audio_142.jams,Die Nebensonnen,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,D4,164.55,,00cc08fc-43f1-4b32-83eb-78b007bd6f9f,,,,https://music.youtube.com/watch?v=1-Xw-XSwcB8,
schubert-winterreise-audio_91.jams,Der Wegweiser,Gerald MooreandDietrich Fischer-Dieskau,Winterreise,D1,258.74,,2b27b299-e185-454b-b4d9-5efb9391b8a3,,,,https://music.youtube.com/watch?v=nrm5tbzOxTI,
schubert-winterreise-audio_29.jams,Wasserflut,Jeremy DenkandRandall Scarlata,Journey for One: A Winterreise Fantasy for Solo Piano,6,240.43,,4de924e6-b8aa-4576-9364-c3496a874273,,,,https://music.youtube.com/watch?v=M_CLmkJ46TU,
schubert-winterreise-audio_115.jams,Der Wegweiser,Jorg DemusandDietrich Fischer-Dieskau,The Originals: Legendary Recordings,20,248.03,,a7a16005-e165-4f95-b1d6-95a9d91791c9,,,,https://music.youtube.com/watch?v=1XWlkPVNPvU,
schubert-winterreise-audio_181.jams,Der greise Kopf,Charles SpencerandThomas Quasthoff,Journey for One: A Winterreise Fantasy for Solo Piano,14,192.67,,0e05f36e-de62-4832-bf79-f92b1283b5c9,,,,https://music.youtube.com/watch?v=TdPBhx4R6kE,
schubert-winterreise-audio_52.jams,Der Lindenbaum,Roger VignolesandThomas Allen,Around the World,13,283.2,,78fb26e0-8ebe-499e-9c8b-0122026334ba,,,,https://music.youtube.com/watch?v=w4pNP17gcBQ,
schubert-winterreise-audio_139.jams,Der Wegweiser,Daniel BarenboimandDietrich Fischer-Dieskau,Winterreise,D1,245.37,,2b27b299-e185-454b-b4d9-5efb9391b8a3,,,,https://music.youtube.com/watch?v=PPnSE7b8pNU,
schubert-winterreise-audio_210.jams,Täuschung,Ulrich EisenlohrandRoman Trekel,Philosophic Meditation,,78.56,,,,,,https://music.youtube.com/watch?v=xUbn5ru0R5I,
schubert-winterreise-audio_13.jams,Der greise Kopf,Hanns-Udo MullerandGerhard Husch,Journey for One: A Winterreise Fantasy for Solo Piano,14,183.21,,0e05f36e-de62-4832-bf79-f92b1283b5c9,,,,https://music.youtube.com/watch?v=8I4XYClxLGs,
schubert-winterreise-audio_206.jams,Die Krähe,Ulrich EisenlohrandRoman Trekel,Umsonst & draußen,13,119.97,,9ce13753-47ab-4aa3-a525-278a1ccd9ba0,,,,https://music.youtube.com/watch?v=1W03LmekV4A,
schubert-winterreise-audio_197.jams,Wasserflut,Ulrich EisenlohrandRoman Trekel,Journey for One: A Winterreise Fantasy for Solo Piano,6,283.2,,4de924e6-b8aa-4576-9364-c3496a874273,,,,https://music.youtube.com/watch?v=pNbw31ustDY,
schubert-winterreise-audio_178.jams,Frühlingstraum,Charles SpencerandThomas Quasthoff,Schubert: Winterreise,,268.2,,,,,,https://music.youtube.com/watch?v=gf957y9cYiI,
