measure;rowindex;x;y;height;width;image
14;2;273;546;143;117;"Schubert_D911-01_000.png"
15;2;391;546;143;90;"Schubert_D911-01_000.png"
16;2;482;546;143;109;"Schubert_D911-01_000.png"
17;3;50;721;138;125;"Schubert_D911-01_000.png"
18;3;176;721;138;118;"Schubert_D911-01_000.png"
19;3;295;721;138;93;"Schubert_D911-01_000.png"
20;3;389;721;138;113;"Schubert_D911-01_000.png"
21;3;503;721;138;87;"Schubert_D911-01_000.png"
22;0;61;48;138;135;"Schubert_D911-01_001.png"
23;0;198;48;138;67;"Schubert_D911-01_001.png"
24;0;267;48;138;77;"Schubert_D911-01_001.png"
25;0;345;48;138;73;"Schubert_D911-01_001.png"
26;0;419;48;138;90;"Schubert_D911-01_001.png"
27;0;510;48;138;90;"Schubert_D911-01_001.png"
28;1;63;223;139;152;"Schubert_D911-01_001.png"
29;1;216;223;139;81;"Schubert_D911-01_001.png"
30;1;298;223;139;105;"Schubert_D911-01_001.png"
31;1;404;223;139;95;"Schubert_D911-01_001.png"
32;1;500;223;139;101;"Schubert_D911-01_001.png"
33;2;64;399;134;106;"Schubert_D911-01_001.png"
34;2;171;399;134;100;"Schubert_D911-01_001.png"
35;2;272;399;134;87;"Schubert_D911-01_001.png"
36;2;360;399;134;75;"Schubert_D911-01_001.png"
37;2;436;399;134;86;"Schubert_D911-01_001.png"
38;2;523;399;134;75;"Schubert_D911-01_001.png"
39;3;64;566;133;104;"Schubert_D911-01_001.png"
40;3;170;566;133;81;"Schubert_D911-01_001.png"
41;3;252;566;133;90;"Schubert_D911-01_001.png"
42;3;343;566;133;117;"Schubert_D911-01_001.png"
43;3;461;566;133;69;"Schubert_D911-01_001.png"
44;3;531;566;133;73;"Schubert_D911-01_001.png"
45;4;65;739;122;127;"Schubert_D911-01_001.png"
46;4;193;739;122;122;"Schubert_D911-01_001.png"
47;4;316;739;122;89;"Schubert_D911-01_001.png"
48;4;406;739;122;99;"Schubert_D911-01_001.png"
49;4;506;739;122;99;"Schubert_D911-01_001.png"
50;0;57;54;130;124;"Schubert_D911-01_002.png"
51;0;182;54;130;70;"Schubert_D911-01_002.png"
52;0;253;54;130;88;"Schubert_D911-01_002.png"
53;0;342;54;130;84;"Schubert_D911-01_002.png"
54;0;427;54;130;99;"Schubert_D911-01_002.png"
55;0;527;54;130;66;"Schubert_D911-01_002.png"
56;1;55;220;136;109;"Schubert_D911-01_002.png"
57;1;165;220;136;80;"Schubert_D911-01_002.png"
58;1;246;220;136;91;"Schubert_D911-01_002.png"
59;1;338;220;136;86;"Schubert_D911-01_002.png"
60;1;425;220;136;92;"Schubert_D911-01_002.png"
61;1;518;220;136;74;"Schubert_D911-01_002.png"
62;2;54;392;138;121;"Schubert_D911-01_002.png"
63;2;176;392;138;87;"Schubert_D911-01_002.png"
64;2;264;392;138;91;"Schubert_D911-01_002.png"
65;2;356;392;138;67;"Schubert_D911-01_002.png"
66;2;424;392;138;85;"Schubert_D911-01_002.png"
67;2;510;392;138;82;"Schubert_D911-01_002.png"
68;3;53;567;133;103;"Schubert_D911-01_002.png"
69;3;157;567;133;82;"Schubert_D911-01_002.png"
70;3;239;567;133;72;"Schubert_D911-01_002.png"
71;3;316;567;133;92;"Schubert_D911-01_002.png"
72;3;409;567;133;99;"Schubert_D911-01_002.png"
73;3;509;567;133;83;"Schubert_D911-01_002.png"
74;4;52;738;126;151;"Schubert_D911-01_002.png"
75;4;204;738;126;81;"Schubert_D911-01_002.png"
76;4;286;738;126;103;"Schubert_D911-01_002.png"
77;4;390;738;126;98;"Schubert_D911-01_002.png"
78;4;489;738;126;103;"Schubert_D911-01_002.png"
79;0;61;50;132;123;"Schubert_D911-01_003.png"
80;0;186;50;132;107;"Schubert_D911-01_003.png"
81;0;295;50;132;88;"Schubert_D911-01_003.png"
82;0;384;50;132;120;"Schubert_D911-01_003.png"
83;0;505;50;132;93;"Schubert_D911-01_003.png"
84;1;63;214;138;152;"Schubert_D911-01_003.png"
85;1;216;214;138;96;"Schubert_D911-01_003.png"
86;1;313;214;138;118;"Schubert_D911-01_003.png"
87;1;432;214;138;76;"Schubert_D911-01_003.png"
88;1;509;214;138;89;"Schubert_D911-01_003.png"
89;2;65;385;138;136;"Schubert_D911-01_003.png"
90;2;202;385;138;102;"Schubert_D911-01_003.png"
91;2;305;385;138;93;"Schubert_D911-01_003.png"
92;2;399;385;138;117;"Schubert_D911-01_003.png"
93;2;517;385;138;82;"Schubert_D911-01_003.png"
94;3;66;559;133;140;"Schubert_D911-01_003.png"
95;3;207;559;133;93;"Schubert_D911-01_003.png"
96;3;301;559;133;98;"Schubert_D911-01_003.png"
97;3;400;559;133;81;"Schubert_D911-01_003.png"
98;3;483;559;133;90;"Schubert_D911-01_003.png"
99;4;67;729;131;108;"Schubert_D911-01_003.png"
100;4;176;729;131;71;"Schubert_D911-01_003.png"
101;4;248;729;131;80;"Schubert_D911-01_003.png"
102;4;329;729;131;70;"Schubert_D911-01_003.png"
103;4;400;729;131;76;"Schubert_D911-01_003.png"
104;4;477;729;131;67;"Schubert_D911-01_003.png"
105;4;545;729;131;51;"Schubert_D911-01_003.png"
