id,title,artist,metre,global_key,artists,key,duration,dataset
1139,Are You Sure Hank Done It This Way,,4/4,,Waylon Jennings,B,176.431020408,billboard
0212,It's Gonna Work Out Fine,,4/4,,Ike & Tina Turner,C,183.79755102,billboard
0444,I Really Don't Want To Know,,3/4,,Elvis Presley,C,166.217142857,billboard
0682,Brandy,,4/4,,Looking Glass,E,187.977142857,billboard
1106,Bust A Move,,4/4,,Young MC,E,265.236031746,billboard
0824,50 Ways To Leave Your Lover,,4/4,,Paul Simon,E,195.030204081,billboard
0018,Kiss On My List,,4/4,,Hall & Oates,C,231.340408163,billboard
1101,(I was) Born To Cry,,4/4,,Dion,A,146.67755102,billboard
0685,Silent Lucidity,,4/4,,Queensryche,G,347.820408163,billboard
0443,Better Things,,4/4,,The Kinks,D,186.09632653,billboard
0671,Heaven's Just A Sin Away,,4/4,,The Kendalls,F#,145.162448979,billboard
0215,Magic Man,,4/4,,Heart,G,328.542040816,billboard
0027,Rock 'n' Roll Fantasy,,4/4,,Bad Company,E,199.68,billboard
0678,Chained And Bound,,4/4,,Otis Redding,Bb,161.01877551,billboard
0812,Super Freak Part One,,4/4,,Rick James,A,201.848163265,billboard
0481,"Baby, Baby Don't Cry",,4/4,,The Miracles,F,239.151020408,billboard
0223,Wanna Be Startin' Somethin',,4/4,,Michael Jackson,D,362.447301587,billboard
0475,Daydream Believer,,4/4,,Anne Murray,Bb,147.173877551,billboard
0647,Caught Up In The Rapture,,4/4,,Anita Baker,D,317.570612244,billboard
0029,The Joker,,4/4,,Steve Miller Band,F,219.036734693,billboard
0640,Think,,4/4,,James Brown,Eb,165.982040816,billboard
0472,Sweet Music Man,,4/4,,Kenny Rogers,D,259.944489795,billboard
0016,She Bop,,4/4,,Cyndi Lauper,A,228.838458049,billboard
0224,Galveston,,4/4,,Glen Campbell,F,162.03755102,billboard
0426,I m Goin Down,,4/4,,Bruce Springsteen,A,211.983673469,billboard
0614,I want to take you higher,,4/4,,Sly And The Family Stone,A,323.683265306,billboard
0270,In My Room,,4/4,,The Beach Boys,B,134.879614512,billboard
1190,Only Sixteen,,4/4,,Dr. Hook,F,166.269387755,billboard
0284,These Boots Are Made For Walkin',,4/4,,Nancy Sinatra,F,154.174693877,billboard
1164,Ten Percent,,4/4,,Double Exposure,C,196.388571428,billboard
0841,Born To Be Wild,,4/4,,Steppenwolf,E,209.502040816,billboard
0419,Blow Away,,4/4,,George Harrison,D,240.718367346,billboard
0089,Fire And Ice,,4/4,,Pat Benetar,C,200.17632653,billboard
1163,My Love,,4/4,,Paul McCartney & Wings,F,247.771428571,billboard
1197,I Won't Stand In Your Way,,12/8,,Stray Cats,Eb,235.049795918,billboard
0879,Walk This Way,,4/4,,Run-D.M.C.,E,312.032653061,billboard
0421,Pinball Wizard,,4/4,,The Who,D,180.610612244,billboard
0248,I'd Love To Change The World,,4/4,,Ten Years After,E,224.914285714,billboard
0846,Dance Away,,4/4,,Roxy,Eb,226.56,billboard
1155,Running On Empty,,4/4,,Jackson Browne,A,299.311020408,billboard
0625,Higher Ground,,12/8,,Stevie Wonder,Eb,227.813877551,billboard
0417,"(You're So Square) Baby, I Don't Care",,4/4,,Joni Mitchell,G,158.040816326,billboard
0073,Crazy On You,,4/4,,Heart,A,291.510498866,billboard
0241,White Christmas,,4/4,,Bing Crosby,A,181.978843537,billboard
0884,One,,4/4,,Metallica,B,444.499591836,billboard
0870,And She Was,,4/4,,Talking Heads,E,219.245714285,billboard
0246,Rhinestone Cowboy,,4/4,,Glen Campbell,C,195.343673469,billboard
0074,Nowhere To Run,,4/4,,Martha Reeves & The Vandellas,Ab,178.782040816,billboard
0848,"Liar, Liar",,4/4,,The Castaways,C,114.860408163,billboard
0410,Jimmy's Girl,,4/4,,Johnny Tillotson,Db,164.989387755,billboard
1152,Love Came To Me,,4/4,,Dion,G,165.773061224,billboard
0279,Born To Be Alive,,4/4,,Patrick Hernandez,D,215.013877551,billboard
0814,Big Iron,,4/4,,Marty Robbins,E,236.930612244,billboard
0473,Come Together,,4/4,,The Beatles,D,259.996734693,billboard
0813,California Nights,,4/4,,Leslie Gore,C,169.501428571,billboard
1109,It Takes Two,,4/4,,Rob Base,G,301.53446712,billboard
0010,An Innocent Man,,4/4,,Billy Joel,C,318.1592517,billboard
0222,For Ol' Times Sake,,4/4,,Elvis Presley,Bb,218.435918367,billboard
0474,Silver Threads And Golden Needles,,4/4,,The Cowsills,F,181.369002267,billboard
0480,Give It To Me Baby,,4/4,,Rick James,G,234.318367346,billboard
1136,Get Together,,4/4,,The Youngbloods,A,276.767346938,billboard
0019,Here's Some Love,,4/4,,Tanya Tucker,Db,177.815510204,billboard
0670,Silent Lucidity,,4/4,,Queensryche,G,347.820408163,billboard
0442,World In My Eyes,,4/4,,Depeche Mode,Eb,239.85632653,billboard
0026,Swing Talkin' Guy,,4/4,,Chiffons,B,148.388526077,billboard
0214,The Right Time,,4/4,,Ray Charles,Eb,204.773877551,billboard
1100,If I Could Build My Whole World Around You,,4/4,,Marvin Gaye & Tammy Terrell,Db,146.233469387,billboard
0684,Feelin' Stronger Every Day,,4/4,,Chicago,F,253.910204081,billboard
1138,Torn Between Two Lovers,,4/4,,Mary MacGregor,Bb,222.537142857,billboard
0648,What Have I Done To Deserve This?,,4/4,,Pet Shop Boys,C,259.952086167,billboard
0822,I Cried A Tear,,12/8,,LaVern Baker,A,156.238367346,billboard
0683,That Girl,,4/4,,Stevie Wonder,Ab,313.991836734,billboard
1107,"Ob-La-Di, Ob-La-Da",,4/4,,The Beatles',Bb,189.011269841,billboard
0213,Comin' Home Baby,,4/4,,Mel Torme,G,164.310204081,billboard
0021,Just Can't Wait,,4/4,,The J. Geils Band,G,207.986938775,billboard
0445,Old Days,,4/4,,Chicago,C,210.782040816,billboard
0677,Don't Knock My Love - Pt. 1,,4/4,,Wilson Pickett,D,144.615895691,billboard
1153,The Sounds Of Silence,,4/4,,Simon & Garfunkel,Cb,189.361632653,billboard
0081,You Can Call Me Al,,4/4,,Paul Simon,F,280.607346938,billboard
0849,Do You Love Me,,4/4,,The Contours,F,174.367346938,billboard
0075,Drivin' Wheel,,4/4,,Foghat,D,271.36,billboard
0247,Last Kiss,,4/4,,J. Frank Wilson & The Cavaliers,E,147.69632653,billboard
0623,It's Only Make Believe,,4/4,,Glen Campbell,C,147.382857142,billboard
0882,Somebody s Watching Me,,4/4,,Rockwell,C#,241.65877551,billboard
0278,Waiting On A Friend,,4/4,,Rolling Stones,C,274.076734693,billboard
0240,Just The Way You Are,,4/4,,Billy Joel,D,290.79510204,billboard
0072,Get Together,,4/4,,The Youngbloods,A,276.767346938,billboard
1154,Think Of Me,,4/4,,Buck Owens,B,139.937959183,billboard
0086,Space Oddity,,4/4,,David Bowie,E,315.142857142,billboard
0429,Put Your Hand In The Hand,,4/4,,Ocean,E,176.143673469,billboard
0885,The Way You Do The Things You Do,,4/4,,UB40,Ab,183.27510204,billboard
0276,Patches,,4/4,,Clarence Carter,B,192.976394557,billboard
0044,Some Like It Hot,,4/4,,The Power Station,E,305.841632653,billboard
0282,Gotta Serve Somebody,,4/4,,Bob Dylan,A,325.746938775,billboard
1162,Cruisin',,4/4,,Smokey Robinson,E,270.027755102,billboard
0847,Sweet Surrender,,4/4,,Bread,A,156.708571428,billboard
0249,Old Time Rock & Roll,,4/4,,Bob Seger,F#,194.821224489,billboard
0615,Hot Child in the City,,4/4,,Nick Gilder,E,189.466122448,billboard
0427,Bluebirds Over The Mountain,,4/4,,The Beach Boys,A,171.337142857,billboard
0043,Two Hearts,,4/4,,Phil Collins,G,204.747755102,billboard
0271,Addicted to Love,,4/4,,Robert Palmer,A,264.933877551,billboard
0088,Buy For Me The Rain,,4/4,,Nitty Gritty Dirt Band,C,143.046530612,billboard
0418,Chain Of Fools,,4/4,,Aretha Franklin,C,168.411428571,billboard
0758,Come Monday,,4/4,,Jimmy Buffett,A,188.809841269,billboard
0932,Treat Her Like A Lady,,4/4,,Cornelius Brothers & Sister Rose,F#,166.191020408,billboard
0131,I wouldn't Have Missed it For The World,,4/4,,Ronnie Milsap,G,216.241632653,billboard
0303,Break It To Me Gently,,12/8,,Juice Newton,E,243.408979591,billboard
0767,The Night Chicago Died,,4/4,,Paper Lace,C,217.417142857,billboard
0555,Surrender,,4/4,,Cheap Trick,Bb,256.0,billboard
0793,My Way,,4/4,,Elvis Presley,C,273.946122448,billboard
1225,I've Got A Tiger By The Tail,,4/4,,Buck Owens,E,135.401564625,billboard
0599,Hey Stoopid,,4/4,,Alice Cooper,C,274.670975056,billboard
0109,Ma belle amie,,4/4,,The tee set,G,196.911020408,billboard
0935,Cry Like A Baby,,4/4,,The Box Tops,D,155.308253968,billboard
1222,Carrie,,4/4,,Cliff Richard,D,225.410612244,billboard
0794,Catch My Fall,,4/4,,Billy Idol,G,221.985487528,billboard
0552,Born To Be Alive,,4/4,,Patrick Hernandez,D,215.013877551,billboard
0304,The Humpty Dance,,4/4,,Digital Underground,Eb,388.15648526,billboard
1019,The Arms Of Orion,,6/8,,Prince & Sheena Easton,D,267.964081632,billboard
0769,All Through The Night,,4/4,,Cyndi Lauper,Ab,269.844897959,billboard
0903,Be My Baby,,4/4,,The Ronettes,E,159.007346938,billboard
0590,Talk to me,,4/4,,Chico DeBarge,Ab,232.501405895,billboard
0332,Waiting On A Friend,,4/4,,Rolling Stones,C,274.076734693,billboard
0100,Maggie May,,4/4,,Rod Stewart,D,350.19755102,billboard
0904,Till The End Of The Day,,4/4,,The Kinks,D,157.309387755,billboard
0751,I'd Love To Change The World,,4/4,,Ten Years After,E,224.914285714,billboard
0107,Sweet Home Alabama,,4/4,,Lynyrd Skynyrd,G,283.533061224,billboard
0335,Do You Love Me,,4/4,,The Contours,F,174.367346938,billboard
1021,Soul Dance Number 3,,4/4,,Wilson Pickett,E,160.208979591,billboard
1213,I Don't Want To Spoil The Party,,4/4,,The Beatles,G,156.16,billboard
0597,Time Is On My Side,,12/8,,Rolling Stones,F,178.782040816,billboard
0537,Indiana Wants Me,,4/4,,R Dean Tayloy,Ab,190.515555555,billboard
0705,Baby Don't Change Your Mind,,4/4,,Gladys Knight & The Pips,C,195.31755102,billboard
0361,This Song,,4/4,,George Harrison,E,254.115963718,billboard
0153,Walk Right Back,,4/4,,The Everly Brothers,Db,138.945306122,billboard
1247,20-75,,4/4,,Willie Mitchell,C,137.116734693,billboard
0395,Here Come Those Tears Again,,4/4,,Jackson Browne,Bb,217.48,billboard
0950,All I Ever Need Is You,,4/4,,Sonny & Cher,Bb,159.634285714,billboard
0508,For Ol' Times Sake,,4/4,,Elvis Presley,Bb,218.435918367,billboard
0198,Along Comes A Woman,,4/4,,Chicago,D,228.752448979,billboard
1072,Be My Guest,,4/4,,Fats Domino,Bb,135.91510204,billboard
1240,Alive Again,,4/4,,Chicago,Bb,245.773129251,billboard
0968,Coming On Strong,,4/4,,Brenda Lee,C,124.734693877,billboard
