id,file_performer,file_title,file_track,file_release,file_path,jams_path
uspop2002_81,O Town,All Or Nothing,07,O-Town,../../partitions/uspop2002/raw/o_town/O-Town/07-All_Or_Nothing.lab,../../partitions/uspop2002/choco/jams/uspop2002_81.jams
uspop2002_82,Phil Collins,I Wish It Would Rain Down,06,But Seriously,../../partitions/uspop2002/raw/phil_collins/But_Seriously/06-I_Wish_It_Would_Rain_Down.lab,../../partitions/uspop2002/choco/jams/uspop2002_82.jams
uspop2002_83,Phil Collins,In The Air Tonight,01,Face Value,../../partitions/uspop2002/raw/phil_collins/Face_Value_/01-In_The_Air_Tonight.lab,../../partitions/uspop2002/choco/jams/uspop2002_83.jams
uspop2002_84,Creedence Clearwater Revival,Cotton Fields,03,Willy And The Poor Boys,../../partitions/uspop2002/raw/creedence_clearwater_revival/Willy_and_the_Poor_Boys/03-Cotton_fields.lab,../../partitions/uspop2002/choco/jams/uspop2002_84.jams
uspop2002_85,Creedence Clearwater Revival,Proud Mary,08,The Concert,../../partitions/uspop2002/raw/creedence_clearwater_revival/The_Concert/08-Proud_Mary.lab,../../partitions/uspop2002/choco/jams/uspop2002_85.jams
uspop2002_86,Creedence Clearwater Revival,Have You Ever Seen The Rain-,04,Pendulum,../../partitions/uspop2002/raw/creedence_clearwater_revival/Pendulum/04-Have_You_Ever_Seen_The_Rain-.lab,../../partitions/uspop2002/choco/jams/uspop2002_86.jams
uspop2002_87,Billy Idol,Eyes Without A Face,03,Rebel Yell Expanded Edition,../../partitions/uspop2002/raw/billy_idol/Rebel_Yell_Expanded_Edition_/03-Eyes_Without_A_Face.lab,../../partitions/uspop2002/choco/jams/uspop2002_87.jams
uspop2002_88,Rem,Everybody Hurts,04,Automatic For The People,../../partitions/uspop2002/raw/rem/Automatic_For_The_People/04-Everybody_Hurts.lab,../../partitions/uspop2002/choco/jams/uspop2002_88.jams
uspop2002_89,Tom Petty,I Won T Back Down,02,Full Moon Fever,../../partitions/uspop2002/raw/tom_petty/Full_Moon_Fever/02-I_Won_t_Back_Down.lab,../../partitions/uspop2002/choco/jams/uspop2002_89.jams
uspop2002_90,Everly Brothers,All I Have To Do Is Dream,14,The Fabulous Style Of,../../partitions/uspop2002/raw/everly_brothers/The_Fabulous_Style_of/14-All_I_Have_To_Do_Is_Dream.lab,../../partitions/uspop2002/choco/jams/uspop2002_90.jams
uspop2002_91,All Saints,Never Ever,01,All Saints,../../partitions/uspop2002/raw/all_saints/All_Saints/01-Never_Ever.lab,../../partitions/uspop2002/choco/jams/uspop2002_91.jams
uspop2002_92,Eurythmics,Sweet Dreams Are Made Of This,06,Sweet Dreams Are Made Of This,../../partitions/uspop2002/raw/eurythmics/Sweet_Dreams_Are_Made_Of_This_/06-Sweet_Dreams_Are_Made_Of_This_.lab,../../partitions/uspop2002/choco/jams/uspop2002_92.jams
uspop2002_93,Olivia Newton John,If You Love Me,19,Olivia,../../partitions/uspop2002/raw/olivia_newton_john/Olivia/19-If_You_Love_Me.lab,../../partitions/uspop2002/choco/jams/uspop2002_93.jams
uspop2002_94,Olivia Newton John,I Honestly Love You,21,Olivia,../../partitions/uspop2002/raw/olivia_newton_john/Olivia/21-I_Honestly_Love_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_94.jams
uspop2002_95,Cyndi Lauper,Girls Just Want To Have Fun,02,Twelve Deadly Cyns,../../partitions/uspop2002/raw/cyndi_lauper/Twelve_Deadly_Cyns/02-Girls_Just_Want_to_Have_Fun.lab,../../partitions/uspop2002/choco/jams/uspop2002_95.jams
uspop2002_96,Eric Clapton,Wonderful Tonight,05,Crossroads 2 Disc 4,../../partitions/uspop2002/raw/eric_clapton/Crossroads_2_Disc_4/05-Wonderful_tonight.lab,../../partitions/uspop2002/choco/jams/uspop2002_96.jams
uspop2002_97,Eric Clapton,Layla,01,Crossroads 2 Disc 2,../../partitions/uspop2002/raw/eric_clapton/Crossroads_2_Disc_2/01-Layla.lab,../../partitions/uspop2002/choco/jams/uspop2002_97.jams
uspop2002_98,Eric Clapton,Tears In Heaven,04,Unplugged,../../partitions/uspop2002/raw/eric_clapton/Unplugged/04-Tears_in_Heaven.lab,../../partitions/uspop2002/choco/jams/uspop2002_98.jams
uspop2002_99,Dido,Thank You,06,No Angel,../../partitions/uspop2002/raw/dido/No_Angel/06-Thank_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_99.jams
uspop2002_100,Mariah Carey,One Sweet Day,03,Daydream,../../partitions/uspop2002/raw/mariah_carey/Daydream/03-One_Sweet_Day.lab,../../partitions/uspop2002/choco/jams/uspop2002_100.jams
uspop2002_101,Mariah Carey,Anytime You Need A Friend,03,Music Box,../../partitions/uspop2002/raw/mariah_carey/Music_Box/03-Anytime_You_Need_A_Friend.lab,../../partitions/uspop2002/choco/jams/uspop2002_101.jams
uspop2002_102,Mariah Carey,Without You,07,Music Box,../../partitions/uspop2002/raw/mariah_carey/Music_Box/07-Without_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_102.jams
uspop2002_103,Mariah Carey,Hero,02,Music Box,../../partitions/uspop2002/raw/mariah_carey/Music_Box/02-Hero.lab,../../partitions/uspop2002/choco/jams/uspop2002_103.jams
uspop2002_104,Stevie Wonder,Isn T She Lovely,01,Songs In The Key Of Life Disc 2,../../partitions/uspop2002/raw/stevie_wonder/Songs_in_the_Key_of_Life_Disc_2_/01-Isn_t_She_Lovely.lab,../../partitions/uspop2002/choco/jams/uspop2002_104.jams
uspop2002_105,Stevie Wonder,Sir Duke,05,Songs In The Key Of Life Disc 1,../../partitions/uspop2002/raw/stevie_wonder/Songs_In_The_Key_Of_Life_Disc_1_/05-Sir_Duke.lab,../../partitions/uspop2002/choco/jams/uspop2002_105.jams
uspop2002_106,Stevie Wonder,You Are The Sunshine Of My Life,01,Talking Book,../../partitions/uspop2002/raw/stevie_wonder/Talking_Book/01-You_are_the_Sunshine_of_My_life.lab,../../partitions/uspop2002/choco/jams/uspop2002_106.jams
uspop2002_107,Stevie Wonder,Superstition,06,Talking Book,../../partitions/uspop2002/raw/stevie_wonder/Talking_Book/06-Superstition.lab,../../partitions/uspop2002/choco/jams/uspop2002_107.jams
uspop2002_108,Nirvana,Smells Like Teen Spirit,01,Nevermind,../../partitions/uspop2002/raw/Nirvana/Nevermind/01-Smells_Like_Teen_Spirit.lab,../../partitions/uspop2002/choco/jams/uspop2002_108.jams
uspop2002_109,Garbage,Only Happy When It Rains,03,Garbage,../../partitions/uspop2002/raw/garbage/Garbage/03-Only_Happy_When_It_Rains.lab,../../partitions/uspop2002/choco/jams/uspop2002_109.jams
uspop2002_110,Doors,Light My Fire,06,The Doors,../../partitions/uspop2002/raw/doors/The_Doors/06-Light_My_Fire.lab,../../partitions/uspop2002/choco/jams/uspop2002_110.jams
uspop2002_111,Doors,Riders On The Storm,10,L A Woman,../../partitions/uspop2002/raw/doors/L_A_Woman/10-Riders_On_The_Storm.lab,../../partitions/uspop2002/choco/jams/uspop2002_111.jams
uspop2002_112,Black Sabbath,Iron Man,04,Paranoid,../../partitions/uspop2002/raw/black_sabbath/Paranoid/04-Iron_Man.lab,../../partitions/uspop2002/choco/jams/uspop2002_112.jams
uspop2002_113,Black Sabbath,War Pigs Luke S Wall,01,Paranoid,../../partitions/uspop2002/raw/black_sabbath/Paranoid/01-War_Pigs_Luke_s_Wall.lab,../../partitions/uspop2002/choco/jams/uspop2002_113.jams
uspop2002_114,Blessid Union Of Souls,I Believe,14,The Singles,../../partitions/uspop2002/raw/blessid_union_of_souls/The_Singles/14-I_Believe.lab,../../partitions/uspop2002/choco/jams/uspop2002_114.jams
uspop2002_115,Procol Harum,A Whiter Shade Of Pale,07,The Long Goodbye,../../partitions/uspop2002/raw/procol_harum/The_Long_Goodbye/07-A_Whiter_Shade_of_Pale.lab,../../partitions/uspop2002/choco/jams/uspop2002_115.jams
uspop2002_116,Gabrielle,Rise,02,Rise,../../partitions/uspop2002/raw/gabrielle/Rise/02-Rise.lab,../../partitions/uspop2002/choco/jams/uspop2002_116.jams
uspop2002_117,Neil Diamond,Red Red Wine,10,Hot August Night - Disc 1,../../partitions/uspop2002/raw/neil_diamond/Hot_August_Night_-_Disc_1/10-Red_Red_Wine.lab,../../partitions/uspop2002/choco/jams/uspop2002_117.jams
uspop2002_118,Neil Diamond,Sweet Caroline,07,Hot August Night - Disc 1,../../partitions/uspop2002/raw/neil_diamond/Hot_August_Night_-_Disc_1/07-Sweet_Caroline.lab,../../partitions/uspop2002/choco/jams/uspop2002_118.jams
uspop2002_119,Neil Diamond,Shilo,13,Hot August Night - Disc 1,../../partitions/uspop2002/raw/neil_diamond/Hot_August_Night_-_Disc_1/13-Shilo.lab,../../partitions/uspop2002/choco/jams/uspop2002_119.jams
uspop2002_120,Neil Diamond,I Am I Said,07,Hot August Night Disk 2,../../partitions/uspop2002/raw/neil_diamond/Hot_August_Night_Disk_2_/07-I_Am_I_Said.lab,../../partitions/uspop2002/choco/jams/uspop2002_120.jams
uspop2002_121,Neil Diamond,Song Sung Blue,04,Hot August Night Disk 2,../../partitions/uspop2002/raw/neil_diamond/Hot_August_Night_Disk_2_/04-Song_Sung_Blue.lab,../../partitions/uspop2002/choco/jams/uspop2002_121.jams
uspop2002_122,Neil Diamond,Play Me,01,Hot August Night Disk 2,../../partitions/uspop2002/raw/neil_diamond/Hot_August_Night_Disk_2_/01-Play_Me.lab,../../partitions/uspop2002/choco/jams/uspop2002_122.jams
uspop2002_123,U2,With Or Without You,03,The Joshua Tree,../../partitions/uspop2002/raw/u2/The_Joshua_Tree/03-With_or_Without_You.lab,../../partitions/uspop2002/choco/jams/uspop2002_123.jams
uspop2002_124,Madonna,Take A Bow,11,Bedtime Stories,../../partitions/uspop2002/raw/madonna/Bedtime_Stories/11-Take_A_Bow.lab,../../partitions/uspop2002/choco/jams/uspop2002_124.jams
