jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
weimar_341.jams,Along Came Betty,Pat Martino,Consciousness,8,122.49673469387757,21/09/2018,4e14493d-7724-452a-97d2-119d4d2bb033,USSJ10914380,556235262.0,https://www.deezer.com/track/556235262,https://music.youtube.com/watch?v=noVYh8JQ-Ho,
weimar_204.jams,Totem Pole,Joe Henderson,The Sidewinder,3,111.64371882086168,20/01/2015,b2241478-9cad-4803-8191-a62101e197f3,ZA42A1406136,87261097.0,https://www.deezer.com/track/87261097,https://music.youtube.com/watch?v=kIF3TkssZfk,
weimar_438.jams,Imagination,Woody Shaw,Imagination,2,154.84126984126985,26/10/2018,b9ea3984-21d2-49cd-96cb-9d6c8b847f3c,USSJ10300781,571907672.0,https://www.deezer.com/track/571907672,https://music.youtube.com/watch?v=LGiT4PnS0YE,
weimar_53.jams,Blues for Alice,Charlie Parker,Boss Bird Disc 4,,51.988027210884354,,,,,,https://music.youtube.com/watch?v=G7USMqAH8qk,
weimar_316.jams,Eighty-One,Miles Davis,E.S.P.,2,125.37650793650795,16/08/1965,97a6eead-0558-4681-ba86-b456bfc41752,USSM16500208,13197382.0,https://www.deezer.com/track/13197382,https://music.youtube.com/watch?v=WN-hXbeI6vQ,
weimar_253.jams,Prince Albert,Kenny Dorham,"Quadromania Jazz Edition, Horace Silver, Down Home; CD 3",5,173.60399092970522,,4c93907e-6858-4fa0-b985-e951bd977393,,,,https://music.youtube.com/watch?v=OGJLXHagkdM,
weimar_195.jams,Teapot,J.J. Johnson,"Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 2",21,48.76020408163266,,1c2b371d-4cf8-4b73-a4ff-e624417b21e1,,,,https://music.youtube.com/watch?v=k-H9JOmhzDk,
weimar_418.jams,Work,Steve Lacy,"Steve Lacy featuring Roswell Rudd, Don Cherry, Carl Brown, Bill Higgins, Winton Kelly, Buell Neidlinger, Dennis Charles and Henry Grimes",2,92.78979591836735,,ac4ac2c0-1a76-4cc3-88b5-1ab654404b20,,,,https://music.youtube.com/watch?v=88-FTkQKfo4,
weimar_224.jams,Impressions,John Coltrane,Impressions,2,816.2968253968254,27/03/2007,f192c8b3-f274-4915-8de2-6d3c07fada4d,GBHFE0519076,11680043.0,https://www.deezer.com/track/11680043,https://music.youtube.com/watch?v=7RRxiUw6bkk,
weimar_361.jams,Crazy Rhythm,Phil Woods,Further Definitions,,33.436734693877554,,,,,,https://music.youtube.com/watch?v=D7L-MWTnTCk,
weimar_3.jams,Desafinado,Art Pepper,"Art Pepper, The Compelete Galaxy Recordings, CD 4",,111.25115646258504,,,,,,https://music.youtube.com/watch?v=-yk2ownVeX4,
weimar_24.jams,Night and Day,Ben Webster,"Ben Webster ""The Frog"" with: Art Tatum, Oscar Peterson, Hank Jones, guest: Harry Edison,1956-1962",18,126.14183673469388,02/11/2013,,FR6V81619674,65201522.0,https://www.deezer.com/track/65201522,https://music.youtube.com/watch?v=hgawlfaAsn8,
weimar_273.jams,Wow,Lee Konitz,Sax of a Kind,,20.86893424036281,,,,,,https://music.youtube.com/watch?v=AiGaDoI1D60,
weimar_73.jams,Long Ago and Far Away,Chet Baker,Let's Get Lost,13,45.748571428571424,23/08/1989,,USBN28900079,3147920.0,https://www.deezer.com/track/3147920,https://music.youtube.com/watch?v=fg2izQ91y6o,
weimar_336.jams,Bird Food,Ornette Coleman,Change of the Century,5,117.61224489795919,01/01/2011,e745fa81-950f-4abb-ad36-08cf07d7af4d,GBJUT1015482,14872435.0,https://www.deezer.com/track/14872435,https://music.youtube.com/watch?v=434kqFicGRA,
weimar_265.jams,Who's it,Kid Ory,"College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn",,36.53514739229025,,a7e7c7c0-8401-4297-8537-65b48c20691b,,,,https://music.youtube.com/watch?v=UrEfYHcnwv8,
weimar_320.jams,Oleo,Miles Davis,Relaxin' With The Miles Davis Quintet,4,56.35510204081632,17/09/2020,4b6aa96c-e777-4e30-9457-35d57544bb17,DK5C50095044,1084726482.0,https://www.deezer.com/track/1084726482,https://music.youtube.com/watch?v=Mlfs2tyjRco,
weimar_65.jams,Star Eyes,Charlie Parker,Boss Bird Disc 3,28,65.22775510204082,,88fe76c4-9cec-4d89-811f-240e94241010,,,,https://music.youtube.com/watch?v=SapTi_7MZF0,
weimar_232.jams,Soultrane,John Coltrane,Trane's Blues,6,95.34938775510204,,c37842fc-0d78-4fe9-b402-bbb972e37943,,,,https://music.youtube.com/watch?v=HT_Zs5FKDZE,
weimar_398.jams,Body and Soul,Stan Getz,The Essential Stan Getz,1,180.07074829931975,15/11/2005,,USPR35200079,782199842.0,https://www.deezer.com/track/782199842,https://music.youtube.com/watch?v=6QaEB-fgciI,
weimar_32.jams,Blues for Bela,Bob Berg,Enter The Spirit,8,91.00721088435375,,33b42c98-f649-4f3c-8526-9c51ac7cbdb0,,,,https://music.youtube.com/watch?v=HTYTHa9Bt-4,
weimar_377.jams,Summertime,Sidney Bechet,The Cradle Of Jazz -Sidney Bechet - Chant In The Night CD 1,,189.06848072562357,,,,,,,
weimar_160.jams,Double Talk,Fats Navarro,"From Swing to Bebop, Double Talk, Fats Navarro CD 2",,104.12244897959182,,,,,,https://music.youtube.com/watch?v=xT19Onr7sZs,
weimar_49.jams,Star Eyes,Cannonball Adderley,The Cannonball Adderley Quintet  Plus,34,88.73673469387755,04/01/2015,2d591b4b-f1cf-4dd8-b86d-73c299d0bea2,FR6V81323105,60950240.0,https://www.deezer.com/track/60950240,https://music.youtube.com/watch?v=f6Su_NqdrC4,
weimar_249.jams,Blues in Be-Bop,Kenny Dorham,"Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 1",,30.400068027210885,,,,,,https://music.youtube.com/watch?v=Md4Veomypb0,
weimar_137.jams,Groovin' High,Dizzy Gillespie,"Jazz Gallery, Dizzy Gillespie, CD 1",,81.56126984126985,,,,,,https://music.youtube.com/watch?v=K5yTYt-XqBA,
weimar_422.jams,Pass It On,Von Freeman,Rhythm In Mind,18,103.41224489795917,,32ad69cb-147e-4de3-9763-b3049d0e4085,,,,https://music.youtube.com/watch?v=KLmdyD4ZRy8,
weimar_121.jams,Cheese Cake,Dexter Gordon,Go!,1,123.85088435374149,11/02/2014,00db281a-fcbd-4eb5-ba96-d87d6025f114,DEPZ61004952,71117288.0,https://www.deezer.com/track/71117288,https://music.youtube.com/watch?v=a9HP9p3GXg8,
weimar_434.jams,Orbits,Wayne Shorter,Miles Smiles,8,63.73877551020408,,15bb87a0-df47-4051-b49b-de9a366a2ef4,,,,https://music.youtube.com/watch?v=dDAPROZ1aik,
weimar_208.jams,Central Park West,Joe Lovano,From the Soul,7,202.57668934240363,22/06/1992,b8dd6b9c-3a8b-4478-afc0-eaa2077f25d4,USBN29200324,3508814.0,https://www.deezer.com/track/3508814,https://music.youtube.com/watch?v=1VS_anjP25g,
weimar_176.jams,This Can't Be Love,Gerry Mulligan,Gerry Mulligan meets the Saxophonists,1,167.82730158730158,01/01/2000,04b132d7-2352-4312-b134-b68c2580106c,GBLGL1017453,517836302.0,https://www.deezer.com/track/517836302,https://music.youtube.com/watch?v=byfVc5nyybg,
weimar_199.jams,In 'n Out,Joe Henderson,In'n'Out,6,82.31183673469388,10/08/2004,98296471-c2cc-4c96-a50e-4a8ac68713d2,USBN20300872,3508406.0,https://www.deezer.com/track/3508406,https://music.youtube.com/watch?v=LP3jitrLbvg,
weimar_177.jams,Walking Shoes,Gerry Mulligan,Gerry Mulligan Quartet with Chet Baker,18,63.022721088435375,01/09/2009,6c62099f-cbe7-4258-8242-4a91b78ab703,NLHR51016139,100844282.0,https://www.deezer.com/track/100844282,https://music.youtube.com/watch?v=y6uOcShLPvE,
weimar_198.jams,In 'n Out,Joe Henderson,In'n'Out,6,186.76734693877552,10/08/2004,98296471-c2cc-4c96-a50e-4a8ac68713d2,USBN20300872,3508406.0,https://www.deezer.com/track/3508406,https://music.youtube.com/watch?v=LP3jitrLbvg,
weimar_209.jams,Con Alma,Joe Lovano,Modern Jazz Classics Vol. 1,3,63.95074829931973,,2fc5f8f4-85b7-406f-9d5c-f21d6cf7f27d,,,,https://music.youtube.com/watch?v=pXmGOFwHMys,
weimar_120.jams,Chelsea Bridge,David Murray,Tea For Two - George Arvantitas Presents the ballad artistry of David Murray,1,149.66530612244898,14/01/2022,5d351302-322d-400b-a574-6040169be7a8,NLHR52117236,1611042802.0,https://www.deezer.com/track/1611042802,https://music.youtube.com/watch?v=izM8Du2X9NM,
weimar_435.jams,Speak No Evil,Wayne Shorter,Speak No Evil,4,167.53750566893424,11/03/1999,639bdbcf-1d42-48a6-a9e4-3e63f1dd8a35,USBN29801012,3104570.0,https://www.deezer.com/track/3104570,https://music.youtube.com/watch?v=xvj0VL80gIc,
weimar_136.jams,Cognac Blues,Dizzy Gillespie,"Quadromania Jazz Edition, Don Byas, Moon Nocturne CD 4",2,39.92961451247166,,6d48880a-957c-403e-91e4-270336b0e409,,,,https://music.youtube.com/watch?v=WquA8ZcReFg,
weimar_423.jams,Crosscurrent,Warne Marsh,Sax of a Kind,,29.401859410430838,,,,,,https://music.youtube.com/watch?v=GDd2UNf81Ag,
weimar_48.jams,So What,Cannonball Adderley,Kind Of Blue,1,105.25315192743764,06/03/2017,73a2e5b3-e385-4e5e-b209-713d0ef0d5f6,FRS181234916,143482566.0,https://www.deezer.com/track/143482566,https://music.youtube.com/watch?v=KJEzFvXx3Xw,
weimar_248.jams,Tiny's Blues,Kai Winding,"From Swing to Bebop, Double Talk, Fats Navarro CD 1",20,63.429841269841276,,9af970aa-dc53-44a3-a1f0-83f3839d3c1a,,,,,
weimar_161.jams,Good Bait,Fats Navarro,"From Swing to Bebop, Double Talk, Fats Navarro CD 1",,53.18798185941043,,,,,,https://music.youtube.com/watch?v=3o5tEjgFkk0,
weimar_233.jams,So What,John Coltrane,Kind Of Blue,1,107.4711111111111,06/03/2017,0db66d1f-b2ec-46ef-8336-77e956c5dbbb,FRS181234916,143482566.0,https://www.deezer.com/track/143482566,https://music.youtube.com/watch?v=KJEzFvXx3Xw,
weimar_399.jams,Crazy Rhythm,Stan Getz,Stan Getz and J.J. Johnson At The Opera House,8,212.6877551020408,31/07/2020,,DK5C50100005,1062196972.0,https://www.deezer.com/track/1062196972,https://music.youtube.com/watch?v=j08YuXj-px4,
weimar_33.jams,I Didn't Know What Time It Was,Bob Berg,Second Set,2,203.79269841269843,01/01/2016,5a58c15e-78a8-4162-8eb6-221f76ae467d,DKARS8800102,128633629.0,https://www.deezer.com/track/128633629,https://music.youtube.com/watch?v=wzs4fezGgFQ,
weimar_376.jams,Really the Blues,Sidney Bechet,The Cradle Of Jazz -Sidney Bechet - Chant In The Night CD 1,,81.26122448979592,,,,,,,
weimar_264.jams,Savoy Blues,Kid Ory,"College Music Sociecty Sourcebooks in American Music, Louis Armstrong, The Original Hot Five Recordings of Louis Armstrogn",13,23.003854875283444,,4c4343df-ee71-43ae-a68b-6965a65b08d6,,,,https://music.youtube.com/watch?v=RP8XNeLgxJk,
weimar_321.jams,Oleo,Miles Davis,Relaxin' With The Miles Davis Quintet,4,55.2518820861678,17/09/2020,4b6aa96c-e777-4e30-9457-35d57544bb17,DK5C50095044,1084726482.0,https://www.deezer.com/track/1084726482,https://music.youtube.com/watch?v=Mlfs2tyjRco,
weimar_64.jams,Segment,Charlie Parker,Boss Bird Disc 3,14,61.878412698412696,,239eba01-edc1-4529-a254-d6a1832f8c77,,,,https://music.youtube.com/watch?v=_KsLNGcuTlE,
weimar_272.jams,Tautology,Lee Konitz,Sax of a Kind,,59.1243537414966,,,,,,https://music.youtube.com/watch?v=2ookNLYmccI,
weimar_72.jams,Let's Get Lost,Chet Baker,Let's Get Lost,1,48.748934240362814,18/12/2014,82309bc7-eed6-4671-a3da-9c80cacd079f,GBTNC0810003,10979287.0,https://www.deezer.com/track/10979287,https://music.youtube.com/watch?v=-ZChOt5CCDs,
weimar_337.jams,Chronology,Ornette Coleman,The Shape Of Jazz To Come,6,161.50349206349205,18/07/2019,,UKPFB1891750,715602682.0,https://www.deezer.com/track/715602682,https://music.youtube.com/watch?v=TEGJid2-3Pg,
weimar_225.jams,Impressions,John Coltrane,Afro Blue Impressions,9,370.3118367346939,14/11/2006,,BEDO61503646,105294652.0,https://www.deezer.com/track/105294652,https://music.youtube.com/watch?v=C-7Br0-HjfU,
weimar_2.jams,Blues for Blanche,Art Pepper,"Art Pepper, The Compelete Galaxy Recordings, CD 3",1,159.23210884353742,25/10/2014,,USCGH1134617,88978303.0,https://www.deezer.com/track/88978303,https://music.youtube.com/watch?v=BjASsgYRB-I,
weimar_360.jams,Cotton Tail,Phil Woods,Further Definitions,,30.809977324263038,,,,,,https://music.youtube.com/watch?v=kN5YK1RqjmE,
weimar_25.jams,Where or When,Ben Webster,"Ben Webster ""The Frog"" with: Art Tatum, Oscar Peterson, Hank Jones, guest: Harry Edison,1956-1962",12,117.22013605442177,02/11/2013,c1ba1f21-6a6b-4bb6-a0d1-9fa0bf72c910,FR6V81619668,65201516.0,https://www.deezer.com/track/65201516,https://music.youtube.com/watch?v=YichSzDJchw,
weimar_419.jams,Dat Dere,Steve Turre,Imagination,6,131.67396825396824,,a2fc3aa1-a85b-4f43-b968-40164628b814,,,,https://music.youtube.com/watch?v=IMHyvwPqn9s,
weimar_194.jams,My Funny Valentine,J.J. Johnson,Stan Getz and J.J. Johnson At The Opera House,2,134.77977324263037,20/03/2011,,USWWW0200662,540215112.0,https://www.deezer.com/track/540215112,https://music.youtube.com/watch?v=0Q418G1UZVU,
weimar_52.jams,Billie's Bounce,Charlie Parker,Boss Bird Disc 1,6,73.13850340136054,,7aecf729-be70-440a-975b-82ffeb9cc4ed,,,,https://music.youtube.com/watch?v=ChMEL38sc0w,
weimar_317.jams,K.C. Blues,Miles Davis,Boss Bird Disc 4,8,48.330612244897964,,e0d2918a-30d1-4112-b351-80b8876c283b,,,,https://music.youtube.com/watch?v=hmPbCmW615I,
weimar_252.jams,Lady Bird,Kenny Dorham,"Quadromania Jazz Edition, Horace Silver, Down Home; CD 4",1,91.71609977324263,,261efaad-55db-4ae6-8fe6-eb0189da5d2c,,,,https://music.youtube.com/watch?v=DQjm_v6Hpog,
weimar_439.jams,In a Capricornian Way,Woody Shaw,Stepping Stones: Live at the Village Vanguard,2,178.08734693877554,16/08/2005,,USSM10503262,571522.0,https://www.deezer.com/track/571522,https://music.youtube.com/watch?v=UDVtUKagqDc,
weimar_340.jams,Ramblin',Ornette Coleman,Change of the Century,1,134.14285714285714,01/01/2000,d58bbd22-77c3-4482-b4a0-90b3a7dd164f,GBLGL1203887,517530972.0,https://www.deezer.com/track/517530972,https://music.youtube.com/watch?v=33bJNspfwww,
weimar_205.jams,U.M.M.G.,Joe Henderson,Lush Life: The Music of Billy Strayhorn,9,70.25818594104308,19/09/2005,,USPG19290021,1153149.0,https://www.deezer.com/track/1153149,https://music.youtube.com/watch?v=4J2JdG7d9dY,
weimar_13.jams,Sweet Lorraine,Benny Carter,Benny Carter meets Oscar Peterson,11,88.50947845804988,18/07/2023,,DGA062305563,2353941535.0,https://www.deezer.com/track/2353941535,https://music.youtube.com/watch?v=-M0MjCjWYZs,
weimar_356.jams,How High the Moon,Pepper Adams,Chet,12,32.95918367346939,31/01/2011,,FR67W1001483,8073593.0,https://www.deezer.com/track/8073593,https://music.youtube.com/watch?v=BioMv-t1C6Y,
weimar_213.jams,Work,Joe Lovano,From the Soul,8,110.67210884353742,22/06/1992,,USBN29200325,3508815.0,https://www.deezer.com/track/3508815,https://music.youtube.com/watch?v=uCM_bCiJs-I,
weimar_182.jams,Did You Call Her Today,Harry Edison,"Ben Webster ""The Frog"" with: Art Tatum, Oscar Peterson, Hank Jones, guest: Harry Edison,1956-1962",,133.20049886621317,,,,,,https://music.youtube.com/watch?v=I_DdVLP_7X8,
weimar_301.jams,Delta City Blues,Michael Brecker,Two Blocks from the Edge,8,83.82244897959183,27/04/1998,bcb1e50c-17e4-4490-bc6d-45bf7255f7e8,USGR19800001,2526562.0,https://www.deezer.com/track/2526562,https://music.youtube.com/watch?v=gZE5_uk-yAQ,
weimar_44.jams,After Theatre Jump,Buck Clayton,"Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 2",,44.788208616780054,,,,,,https://music.youtube.com/watch?v=N5FKvdjc_kQ,
weimar_244.jams,Home Fries,Joshua Redman,Freedom In The Groove,5,128.58702947845805,24/09/1996,c8fc168c-eaaa-49eb-8b12-84d4872246c7,USWB19600363,4091305.0,https://www.deezer.com/track/4091305,https://music.youtube.com/watch?v=Gh4VAYC_zT4,
weimar_403.jams,Cross-Fade,Steve Coleman,Black Science,9,44.80870748299319,04/11/2014,80ccf96d-bf93-4305-8fa5-f73d336e22a2,USNO10400069,90409283.0,https://www.deezer.com/track/90409283,https://music.youtube.com/watch?v=pTLNmDtjDh0,
weimar_116.jams,Blues for Two,David Murray,Tea For Two - George Arvantitas Presents the ballad artistry of David Murray,7,335.47609977324265,14/01/2022,,NLHR52117242,1611042862.0,https://www.deezer.com/track/1611042862,https://music.youtube.com/watch?v=XVpUG0xErAI,
weimar_395.jams,Good Kick,Sonny Stitt,"Quadromania Jazz Edition, Sonny Stitt, One O'Clock Jump, CD 1",,42.71659863945578,,,,,,https://music.youtube.com/watch?v=bpd8g306axs,
weimar_454.jams,King David,Zoot Sims,"Quadromania Jazz Edition, Zoot Sims, That Old Feeling, CD 1",,31.620680272108842,,,,,,https://music.youtube.com/watch?v=6ByzAFqrmY0,
weimar_141.jams,Cognac Blues,Don Byas,"Quadromania Jazz Edition, Don Byas, Moon Nocturne CD 4",,48.46004535147392,,,,,,https://music.youtube.com/watch?v=LLkcTDAmGzI,
weimar_268.jams,Crosscurrent,Lee Konitz,Sax of a Kind,,29.807936507936503,,,,,,https://music.youtube.com/watch?v=AIr8j8ltbfI,
weimar_87.jams,A Night in Tunisia,Clifford Brown,"Quadromania Jazz Edition, Clifford Brown, Easy Living, CD 4",,120.1887074829932,,,,,,https://music.youtube.com/watch?v=U_SxclrGZ2w,
weimar_68.jams,Yardbird Suite,Charlie Parker,Boss Bird Disc 1,2,37.12580498866214,,a04a7037-f32d-4d75-a443-49b57d412231,,,,https://music.youtube.com/watch?v=pdLTKfYVCb0,
weimar_287.jams,High Society,Lionel Hampton,From Swing to Bebop. Jazz in History II,,30.23673469387755,,,,,,https://music.youtube.com/watch?v=LBR-aF0hUak,
weimar_442.jams,Stepping Stone,Woody Shaw,Stepping Stones: Live at the Village Vanguard,1,29.365759637188205,16/08/2005,293e7b3a-cdc7-4fe4-9c32-649d1675879e,USSM10503261,571508.0,https://www.deezer.com/track/571508,https://music.youtube.com/watch?v=N1xBPl72u8A,
weimar_157.jams,On Green Dolphin Street,Eric Dolphy,Eric Dolphy,2,93.07809523809524,25/01/2013,52b02148-d63d-4b9c-8463-08dba9f9c4b0,USFI86000076,1098313.0,https://www.deezer.com/track/1098313,https://music.youtube.com/watch?v=sNMZedo_y9k,
weimar_91.jams,I'll Remember April,Clifford Brown,Brownie - The Complete EmArcy Recordings of Clifford Brown (Disc 10),11,81.73251700680271,12/06/2018,,FR2X41870235,504031032.0,https://www.deezer.com/track/504031032,https://music.youtube.com/watch?v=JSDlylroFTI,
weimar_291.jams,Basin Street Blues,Louis Armstrong,Hot Five & Hot Seven 1925-1928,14,67.16836734693878,,a81c0199-7827-4a2e-abe0-3b976ae11e99,USSM10003901,608763.0,https://www.deezer.com/track/608763,https://music.youtube.com/watch?v=UguzosDp3-I,
weimar_415.jams,Easy to Love,Steve Lacy,"Steve Lacy featuring Roswell Rudd, Don Cherry, Carl Brown, Bill Higgins, Winton Kelly, Buell Neidlinger, Dennis Charles and Henry Grimes",2,187.7055328798186,,ac4ac2c0-1a76-4cc3-88b5-1ab654404b20,,,,https://music.youtube.com/watch?v=oeSNxLFIr1c,
weimar_100.jams,Sophisticated Lady,Coleman Hawkins,"Quadromania Jazz Edition, Coleman Hawkins, Dear Old Southland, CD 3",,173.62448979591838,,,,,,https://music.youtube.com/watch?v=YCJV-dKj_W8,
weimar_229.jams,Nature Boy,John Coltrane,The John Coltrane Quartet Plays,6,255.84693877551018,10/03/1997,,USMC16552086,2516004.0,https://www.deezer.com/track/2516004,https://music.youtube.com/watch?v=gAG2S1y_cF0,
weimar_383.jams,Playin' in the Yard,Sonny Rollins,Next Album,2,75.19201814058957,,8706d25e-e44c-4b6b-8439-fd402f8cb7fb,,,,https://music.youtube.com/watch?v=sbfY465lgUY,
weimar_29.jams,Royal Garden Blues,Bix Beiderbecke,The Cradle Of Jazz - Jazz Lips CD 2,,15.36122448979592,,,,,,https://music.youtube.com/watch?v=KO8HRrdAt7U,
weimar_388.jams,The Everywhere Calypso,Sonny Rollins,Next Album,,131.40308390022676,,,,,,https://music.youtube.com/watch?v=VJZ-bYiDnRw,
weimar_222.jams,Giant Steps,John Coltrane,Giant Steps,10,147.5366893424036,18/09/2020,939ee86b-55be-4648-a362-51c437e20475,USAT22000282,1081203592.0,https://www.deezer.com/track/1081203592,https://music.youtube.com/watch?v=fZ1pcOenxoo,
weimar_22.jams,Did You Call Her Today,Ben Webster,"Ben Webster ""The Frog"" with: Art Tatum, Oscar Peterson, Hank Jones, guest: Harry Edison,1956-1962",30,129.5554648526077,10/03/2023,,GBGN32319030,2194211357.0,https://www.deezer.com/track/2194211357,https://music.youtube.com/watch?v=I_DdVLP_7X8,
weimar_367.jams,Body and Soul,Roy Eldridge,The Chronological Classics: Chu Berry 1937-1941,K4,76.72589569160998,,6395428e-84ca-4c4d-99a9-f462e5ab10f3,,,,https://music.youtube.com/watch?v=cqRaZ1XRo-M,
weimar_5.jams,Stardust,Art Pepper,"Art Pepper, The Compelete Galaxy Recordings, CD 3",5,255.26122448979592,25/10/2014,,USCGH1134639,88978355.0,https://www.deezer.com/track/88978355,https://music.youtube.com/watch?v=8WNo55BsIp8,
