id,file_title,track_title,track_artist,track_mbid,file_path,jams_path
jaah_39,new_east_st_louis,The New East St. Louis Toodle-Oo,Duke Ellington & His Orchestra,8d38e1d4-01df-4429-8fb0-bb1f9d63ad4d,../../partitions/jaah/raw/new_east_st_louis.json,../../partitions/jaah/choco/jams/jaah_39.jams
jaah_40,west_end_blues,West End Blues,Louis Armstrong and His Hot Five,47642404-0c14-4e75-a51b-abb862587fe9,../../partitions/jaah/raw/west_end_blues.json,../../partitions/jaah/choco/jams/jaah_40.jams
jaah_41,from_monday_on,From Monday On,Bix Beiderbecke; Paul Whiteman and His Orchestra,e05f0970-2e3e-46ad-a87b-6b6055e6c099,../../partitions/jaah/raw/from_monday_on.json,
jaah_42,one_oclock_jump,One O'Clock Jump,Count Basie and His Orchestra,f712230f-9df9-4a88-9ee6-02cfc2eb4eb6,../../partitions/jaah/raw/one_oclock_jump.json,../../partitions/jaah/choco/jams/jaah_42.jams
jaah_43,one_by_one,One by One,Art Blakey & The Jazz Messengers,3bdc8595-62e3-480f-8096-eb862cd6ba95,../../partitions/jaah/raw/one_by_one.json,../../partitions/jaah/choco/jams/jaah_43.jams
jaah_44,riverboat_shuffle,Riverboat Shuffle,Frankie Trumbauer and His Orchestra,5f08d6f0-73a2-41db-a06b-ab5db714bc3e,../../partitions/jaah/raw/riverboat_shuffle.json,../../partitions/jaah/choco/jams/jaah_44.jams
jaah_45,crazeology,Crazeology (take 4),Charlie Parker,776cdc89-829b-475a-8b9e-eeda8baca6e5,../../partitions/jaah/raw/crazeology.json,../../partitions/jaah/choco/jams/jaah_45.jams
jaah_46,stompin_at_the_savoy,Stompin' at the Savoy,Louis Armstrong; Ella Fitzgerald,5e6eb87d-7f9b-4ccd-b671-b0cdbc061a20,../../partitions/jaah/raw/stompin_at_the_savoy.json,../../partitions/jaah/choco/jams/jaah_46.jams
jaah_47,harlem_congo,Harlem Congo,Chick Webb and His Orchestra,461c9fea-67b6-43a2-be45-dc291a4a1179,../../partitions/jaah/raw/harlem_congo.json,../../partitions/jaah/choco/jams/jaah_47.jams
jaah_48,indiana,Indiana,Bud Powell,b890d832-b54d-4b61-b30f-36f53df79b3b,../../partitions/jaah/raw/indiana.json,../../partitions/jaah/choco/jams/jaah_48.jams
jaah_49,subconscious_lee,Subconscious Lee,Lennie Tristano,aa95b666-fbf4-4854-bcd5-b1e9900cba84,../../partitions/jaah/raw/subconscious_lee.json,../../partitions/jaah/choco/jams/jaah_49.jams
jaah_50,i_gotta_right_to_sing_the_blues,I Gotta Right to Sing the Blues,Louis Armstrong & His Orchestra,c24c608d-d030-4c46-ab95-e0fa2d45b7c6,../../partitions/jaah/raw/i_gotta_right_to_sing_the_blues.json,../../partitions/jaah/choco/jams/jaah_50.jams
jaah_51,daahoud,Daahoud,The Clifford Brown–Max Roach Quintet,38fcd5b0-468a-4314-a662-ee326d657e84,../../partitions/jaah/raw/daahoud.json,../../partitions/jaah/choco/jams/jaah_51.jams
jaah_52,manteca,Manteca,Dizzy Gillespie and His Orchestra,2394cfd9-ea6a-47cc-9aea-00d84c50746f,../../partitions/jaah/raw/manteca.json,
jaah_53,honky_tonk_train,Honky Tonk Train Blues,"Meade ""Lux"" Lewis",4b8f321c-8a2d-43ac-858f-096df5dcfa88,../../partitions/jaah/raw/honky_tonk_train.json,../../partitions/jaah/choco/jams/jaah_53.jams
jaah_54,i_cant_get_started,I Can't Get Started,Dizzy Gillespie Sextet,24fe0c12-91a4-435b-9282-634526e562c7,../../partitions/jaah/raw/i_cant_get_started.json,../../partitions/jaah/choco/jams/jaah_54.jams
jaah_55,airegin,Airegin,Tito Puente,8454b48d-cd0b-4114-b696-b5429443c597,../../partitions/jaah/raw/airegin.json,
jaah_56,walkin_shoes,Walkin' Shoes,The Gerry Mulligan Quartet; Chet Baker,d0296909-0459-4596-86fd-9140dc1dac6a,../../partitions/jaah/raw/walkin_shoes.json,../../partitions/jaah/choco/jams/jaah_56.jams
jaah_57,st_louis_blues,St. Louis Blues,Bessie Smith; Louis Armstrong,c0574bda-0b9c-4233-a201-f20766434c27,../../partitions/jaah/raw/st_louis_blues.json,
jaah_58,watermelon_man,Watermelon Man,Herbie Hancock,121cde3e-0177-40d3-b502-bf80049bdb0d,../../partitions/jaah/raw/watermelon_man.json,
jaah_59,misterioso,Misterioso,Thelonious Monk Quartet,fc696e6a-b402-45f5-89ae-1d7677510155,../../partitions/jaah/raw/misterioso.json,../../partitions/jaah/choco/jams/jaah_59.jams
jaah_60,in_gloryland,In Gloryland,Bunk's Brass Band,043694ff-e370-43f2-a68b-84a476f96194,../../partitions/jaah/raw/in_gloryland.json,../../partitions/jaah/choco/jams/jaah_60.jams
jaah_61,body_and_soul(goodman),Body and Soul,The Benny Goodman Trio,b7f4e20c-b9f9-45c5-b955-fe2cf18f4345,../../partitions/jaah/raw/body_and_soul(goodman).json,../../partitions/jaah/choco/jams/jaah_61.jams
jaah_62,handful_of_riffs,A Handful of Riffs,Eddie Lang; Lonnie Johnson,d8fe08a8-b51e-4588-9547-9731134883f7,../../partitions/jaah/raw/handful_of_riffs.json,../../partitions/jaah/choco/jams/jaah_62.jams
jaah_63,bikini,Bikini,Dexter Gordon Quartet,b5c9ca7e-ba9f-4ebf-8609-f4dc24339594,../../partitions/jaah/raw/bikini.json,../../partitions/jaah/choco/jams/jaah_63.jams
jaah_64,dead_man_blues,Dead Man Blues,Jelly Roll Morton's Red Hot Peppers,c38bec92-e409-4bff-b148-75ff64c955ff,../../partitions/jaah/raw/dead_man_blues.json,../../partitions/jaah/choco/jams/jaah_64.jams
jaah_65,oh_lady_be_good,"Oh, Lady Be Good (feat. Jazz at the Philharmonic)",Charlie Parker,cb202ce1-d335-428f-942f-0f92ee1a6077,../../partitions/jaah/raw/oh_lady_be_good.json,../../partitions/jaah/choco/jams/jaah_65.jams
jaah_66,west_coast_blues,West Coast Blues (abridged),Wes Montgomery,02ffe965-bd93-45bd-ae9f-5671261871ae,../../partitions/jaah/raw/west_coast_blues.json,../../partitions/jaah/choco/jams/jaah_66.jams
jaah_67,all_alone,All Alone,Sarah Vaughan,6f4aaccf-87df-4265-a3af-9c06742ea102,../../partitions/jaah/raw/all_alone.json,../../partitions/jaah/choco/jams/jaah_67.jams
jaah_68,black_bottom_stomp,Black Bottom Stomp,Jelly Roll Morton's Red Hot Peppers,67a88bd6-864f-4ff7-9579-9d649887deb1,../../partitions/jaah/raw/black_bottom_stomp.json,../../partitions/jaah/choco/jams/jaah_68.jams
jaah_69,i_found_a_new_baby,I Found a New Baby (feat. Charlie Christian & Count Basie),The Benny Goodman Sextet,7299b208-023e-44c9-a11d-5237c6cff8fd,../../partitions/jaah/raw/i_found_a_new_baby.json,
jaah_70,maple_leaf_rag(hyman),Maple Leaf Rag,Dick Hyman,1c60e1f6-51ad-4d20-a236-afd5a31629de,../../partitions/jaah/raw/maple_leaf_rag(hyman).json,../../partitions/jaah/choco/jams/jaah_70.jams
jaah_71,i_cant_believe_you_are_in_love_with_me,I Can't Believe That You're in Love With Me,The Chocolate Dandies,3fbcaf3e-e57b-4e8d-b903-edbd942fb76d,../../partitions/jaah/raw/i_cant_believe_you_are_in_love_with_me.json,
jaah_72,the_man_i_love,The Man I Love,Coleman Hawkins Quartet,4bca287b-305f-42f8-8a7b-c0bd58e884ce,../../partitions/jaah/raw/the_man_i_love.json,../../partitions/jaah/choco/jams/jaah_72.jams
jaah_73,body_and_soul(hawkins),Body and Soul,Coleman Hawkins and His Orchestra,0a51dede-9539-4c06-bfd3-e1785595a1a2,../../partitions/jaah/raw/body_and_soul(hawkins).json,../../partitions/jaah/choco/jams/jaah_73.jams
jaah_74,livery_stable_blues,Livery Stable Blues,Original Dixieland Jazz Band,cad9a000-cb04-49ae-9c2e-94c16981dbc9,../../partitions/jaah/raw/livery_stable_blues.json,../../partitions/jaah/choco/jams/jaah_74.jams
jaah_75,everybody_loves_my_baby,Everybody Loves My Baby,The Boswell Sisters,c191ada7-4d41-4c10-8d2c-5d9906b693aa,../../partitions/jaah/raw/everybody_loves_my_baby.json,
jaah_76,concerto_for_cootie,Concerto for Cootie,Duke Ellington & His Orchestra,b54a7a8b-f06a-4d5d-baa8-5700f39941fd,../../partitions/jaah/raw/concerto_for_cootie.json,../../partitions/jaah/choco/jams/jaah_76.jams
jaah_77,he_s_funny_that_way,He's Funny That Way,Billie Holiday,6d6020a9-3816-4bd1-8a2f-8672b0ea2921,../../partitions/jaah/raw/he_s_funny_that_way.json,../../partitions/jaah/choco/jams/jaah_77.jams
jaah_78,isfahan,Isfahan,Duke Ellington and His Orchestra,a8db791d-8fef-4c0d-9cd3-f8f05a4bf5f2,../../partitions/jaah/raw/isfahan.json,
jaah_79,maple_leaf_rag(braxton),Maple Leaf Rag,Anthony Braxton; Muhal Richard Abrams,90521ab0-9419-45bc-9576-18a5332aa409,../../partitions/jaah/raw/maple_leaf_rag(braxton).json,../../partitions/jaah/choco/jams/jaah_79.jams
jaah_80,embraceable_you,Embraceable You,Charlie Parker Quintet,6e8c9071-6cf0-4592-b13f-693cae9b6669,../../partitions/jaah/raw/embraceable_you.json,../../partitions/jaah/choco/jams/jaah_80.jams
jaah_81,the_golden_bullet,The Golden Bullet,Count Basie Octet,f63da1a2-4f9d-44a4-9bfa-14bde9da3f06,../../partitions/jaah/raw/the_golden_bullet.json,../../partitions/jaah/choco/jams/jaah_81.jams
jaah_82,girl_from_ipanema,The Girl From Ipanema,Stan Getz; João Gilberto; Antonio Carlos Jobim,fd889e33-a067-498f-bbf8-9ffe305bde16,../../partitions/jaah/raw/girl_from_ipanema.json,
jaah_83,rockin_chair,Rockin' Chair,Gene Krupa and His Orchestra,c24bd7bd-aeef-42d1-9445-9ecea0eb0827,../../partitions/jaah/raw/rockin_chair.json,../../partitions/jaah/choco/jams/jaah_83.jams
jaah_84,potato_head_blues,Potato Head Blues,Louis Armstrong and His Hot Five,d63fa5bc-3351-43b0-9678-b93a9cfd28d5,../../partitions/jaah/raw/potato_head_blues.json,../../partitions/jaah/choco/jams/jaah_84.jams
jaah_85,cotton_tail,Cotton Tail,Duke Ellington & His Orchestra,a5fae57b-d0a7-4cc8-958d-f90600c30eb8,../../partitions/jaah/raw/cotton_tail.json,../../partitions/jaah/choco/jams/jaah_85.jams
jaah_86,i_got_rhythm,I Got Rhythm,Don Byas; Slam Stewart,34d74fae-5764-4015-aa6a-2c27b5cdb0f2,../../partitions/jaah/raw/i_got_rhythm.json,
jaah_87,organ_grinders_swing,Organ Grinder's Swing,Jimmie Lunceford and His Orchestra,175e965e-eff8-4989-85b2-5cdae052557e,../../partitions/jaah/raw/organ_grinders_swing.json,../../partitions/jaah/choco/jams/jaah_87.jams
jaah_88,king_porter_stomp,King Porter Stomp,Jelly Roll Morton,3f6f7104-11bc-41f4-96b0-11ed31a948d4,../../partitions/jaah/raw/king_porter_stomp.json,../../partitions/jaah/choco/jams/jaah_88.jams
jaah_89,minor_swing,Minor Swing,Quintette du Hot Club de France,490a4ca1-1800-4d21-8d78-b6e9415779db,../../partitions/jaah/raw/minor_swing.json,
jaah_90,moten_swing,Moten Swing,Bennie Moten and his Kansas City Orchestra,b56a075e-8c13-4ec7-8b60-02eff2202341,../../partitions/jaah/raw/moten_swing.json,../../partitions/jaah/choco/jams/jaah_90.jams
jaah_91,diminuendo_and_crescendo_in_blue,Diminuendo in Blue and Crescendo in Blue,Duke Ellington & His Orchestra,480098d7-8d65-4b1d-a415-71bc647ae6d8,../../partitions/jaah/raw/diminuendo_and_crescendo_in_blue.json,../../partitions/jaah/choco/jams/jaah_91.jams
jaah_92,blues_in_the_closet,Blues in the Closet,Stan Getz; J.J. Johnson,e3ca10e3-13a5-4fe5-aa23-7af9db3815dc,../../partitions/jaah/raw/blues_in_the_closet.json,../../partitions/jaah/choco/jams/jaah_92.jams
jaah_93,these_foolish_things,These Foolish Things,Billie Holiday,454d929d-f954-48bb-ac2c-755e349eb08d,../../partitions/jaah/raw/these_foolish_things.json,../../partitions/jaah/choco/jams/jaah_93.jams
jaah_94,maple_leaf_rag(bechet),Maple Leaf Rag,New Orleans Feetwarmers,a1315c6c-9a3c-4ae2-819d-63505727a24c,../../partitions/jaah/raw/maple_leaf_rag(bechet).json,../../partitions/jaah/choco/jams/jaah_94.jams
jaah_95,september_in_the_rain,September in the Rain,The George Shearing Quintet,333f84f9-e2c4-4ebd-aec5-b710307c7c2b,../../partitions/jaah/raw/september_in_the_rain.json,../../partitions/jaah/choco/jams/jaah_95.jams
jaah_96,the_stampede,The Stampede,Fletcher Henderson and His Orchestra,b0e36ae6-05c5-4246-99a4-fca6f6681fc1,../../partitions/jaah/raw/the_stampede.json,../../partitions/jaah/choco/jams/jaah_96.jams
jaah_97,black_and_tan_fantasy,Black and Tan Fantasy,Duke Ellington and His Orchestra,3a68a14f-c514-4262-ba05-08e4e7ace04b,../../partitions/jaah/raw/black_and_tan_fantasy.json,
jaah_98,four_brothers,Four Brothers,Woody Herman and His Orchestra,8a9dc1eb-b86c-402c-9e7a-116ee9c06eaf,../../partitions/jaah/raw/four_brothers.json,../../partitions/jaah/choco/jams/jaah_98.jams
jaah_99,singin_the_blues,Singin' the Blues (Til My Daddy Comes Home),Frankie Trumbauer and His Orchestra,168ea61b-9fdd-4d7f-908a-2970073becd1,../../partitions/jaah/raw/singin_the_blues.json,../../partitions/jaah/choco/jams/jaah_99.jams
jaah_100,dexter_rides_again,Dexter Rides Again,Dexter Gordon,2815658d-a6d0-4f37-ac9e-de0f83bba929,../../partitions/jaah/raw/dexter_rides_again.json,../../partitions/jaah/choco/jams/jaah_100.jams
jaah_101,my_favorite_things,"My Favorite Things, Part 1 (Single Version)",John Coltrane Quartet,09620053-4631-4c90-8050-326761f0168f,../../partitions/jaah/raw/my_favorite_things.json,../../partitions/jaah/choco/jams/jaah_101.jams
jaah_102,lester_leaps_in,Lester Leaps In,Count Basie and the Kansas City 7,89b0b7f7-564a-4ae9-9402-5c5576ac2f9d,../../partitions/jaah/raw/lester_leaps_in.json,../../partitions/jaah/choco/jams/jaah_102.jams
jaah_103,thats_a_serious_thing,That's a Serious Thing,Eddie Condon's Hot Shots,57e1ed14-f9a5-45b6-89d5-96932e6cfa30,../../partitions/jaah/raw/thats_a_serious_thing.json,
jaah_104,ko-ko(ellington),Ko-Ko,Duke Ellington and His Famous Orchestra,887bc584-e245-4feb-a7a1-add0e483dd21,../../partitions/jaah/raw/ko-ko(ellington).json,../../partitions/jaah/choco/jams/jaah_104.jams
jaah_105,moanin,Moanin’,Art Blakey & The Jazz Messengers,517cca8f-ab9a-4eee-92d1-1016907b3fc5,../../partitions/jaah/raw/moanin.json,
jaah_106,wrap_your_troubles_in_dreams,Wrap Your Troubles in Dreams,Sarah Vaughan,6af0952a-e2f5-4d28-be98-eb03d6228449,../../partitions/jaah/raw/wrap_your_troubles_in_dreams.json,../../partitions/jaah/choco/jams/jaah_106.jams
jaah_107,swing_that_music,Swing That Music,Louis Armstrong and His Orchestra,7a3b16fb-d992-4285-954c-8c6cf7566d44,../../partitions/jaah/raw/swing_that_music.json,../../partitions/jaah/choco/jams/jaah_107.jams
jaah_108,dinah,Dinah,Django Reinhardt,e8acee6a-d3f0-4ab9-b489-3deb44432575,../../partitions/jaah/raw/dinah.json,
jaah_109,dinah_red_nichols,Dinah,Red Nichols & His Five Pennies,8e09f1ee-053d-42e3-baf5-50af6137549c,../../partitions/jaah/raw/dinah_red_nichols.json,../../partitions/jaah/choco/jams/jaah_109.jams
jaah_110,lost_your_head_blues,Lost Your Head Blues,Bessie Smith,bdf130fd-b72c-4cc1-89d0-1be77ecdbdd8,../../partitions/jaah/raw/lost_your_head_blues.json,../../partitions/jaah/choco/jams/jaah_110.jams
jaah_111,tricroism,Tricroism,Lucky Thompson Trio,080a5a42-6260-4a73-b08c-768df63201bc,../../partitions/jaah/raw/tricroism.json,
jaah_112,blues_for_alice,Blues for Alice,Charlie Parker,a938db71-af38-4c0f-b804-d92362b8a932,../../partitions/jaah/raw/blues_for_alice.json,../../partitions/jaah/choco/jams/jaah_112.jams
