id,biab_id,score_title,score_authors,file_path,jams_path
biab-internet-corpus_41.jams,California Dreamin'_id_03586_wdick.MGB,California Dreamin'                         ,,../../partitions/biab-internet-corpus/raw/California Dreamin'_id_03586_wdick.MGB,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_41.jams
biab-internet-corpus_42.jams,There Will Never Be Another You_id_08127_community.Mg1,There Will Never Be Another You,,../../partitions/biab-internet-corpus/raw/There Will Never Be Another You_id_08127_community.Mg1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_42.jams
biab-internet-corpus_43.jams,Summer Breeze_id_02451_community.Mgu,Summer Breeze,,../../partitions/biab-internet-corpus/raw/Summer Breeze_id_02451_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_43.jams
biab-internet-corpus_44.jams,Waltz For Debbie_id_02847_community.Mgu,Waltz for Debbie,,../../partitions/biab-internet-corpus/raw/Waltz For Debbie_id_02847_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_44.jams
biab-internet-corpus_45.jams,Let's Twist Again_id_04748_wdick.MGU,Let's Twist Again ,,../../partitions/biab-internet-corpus/raw/Let's Twist Again_id_04748_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_45.jams
biab-internet-corpus_46.jams,Hackensack_id_01059_community.Mgu,Hackensack             ,,../../partitions/biab-internet-corpus/raw/Hackensack_id_01059_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_46.jams
biab-internet-corpus_47.jams,Deck The Hall_id_08751_allanah.MGB,Deck the Hall                                     ,,../../partitions/biab-internet-corpus/raw/Deck The Hall_id_08751_allanah.MGB,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_47.jams
biab-internet-corpus_48.jams,"Yes Sir, That's My Baby_id_14236_allanah.MGU",Yes Sir That's My Baby,,"../../partitions/biab-internet-corpus/raw/Yes Sir, That's My Baby_id_14236_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_48.jams
biab-internet-corpus_49.jams,"Night With You, A_id_00034_community.Mgu",A Night With You - J.S. Jantunen,,"../../partitions/biab-internet-corpus/raw/Night With You, A_id_00034_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_49.jams
biab-internet-corpus_50.jams,I Can't Give You Anything But Love_id_10035_allanah.MGU,I CAN'T GIVE YOU ANYTHING BUT LOVE,,../../partitions/biab-internet-corpus/raw/I Can't Give You Anything But Love_id_10035_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_50.jams
biab-internet-corpus_51.jams,Hawaiian Wedding Song_id_04369_wdick.MGU,Hawaiian Wedding Song         ,,../../partitions/biab-internet-corpus/raw/Hawaiian Wedding Song_id_04369_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_51.jams
biab-internet-corpus_52.jams,Forky Deer_id_04227_wdick.MGU,Forky Deer,,../../partitions/biab-internet-corpus/raw/Forky Deer_id_04227_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_52.jams
biab-internet-corpus_53.jams,Auld Hoose_id_00213_community.Mgu,Auld Hoose,,../../partitions/biab-internet-corpus/raw/Auld Hoose_id_00213_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_53.jams
biab-internet-corpus_54.jams,Bullet Train_id_00434_community.Mgu,Bullet Train,,../../partitions/biab-internet-corpus/raw/Bullet Train_id_00434_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_54.jams
biab-internet-corpus_55.jams,Willie Coleman's Jig_id_14138_allanah.MGU,Willie Coleman's Jig,,../../partitions/biab-internet-corpus/raw/Willie Coleman's Jig_id_14138_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_55.jams
biab-internet-corpus_56.jams,Going Out Of My Head_id_01003_community.Mgu,Going Out Of My Head,,../../partitions/biab-internet-corpus/raw/Going Out Of My Head_id_01003_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_56.jams
biab-internet-corpus_57.jams,Just 1 Of Those Things_id_01542_community.Mgx,Just One Of Those Things,,../../partitions/biab-internet-corpus/raw/Just 1 Of Those Things_id_01542_community.Mgx,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_57.jams
biab-internet-corpus_58.jams,Solitaire_id_02312_community.Mgu,Solitaire,,../../partitions/biab-internet-corpus/raw/Solitaire_id_02312_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_58.jams
biab-internet-corpus_59.jams,Gloria's Step_id_09550_allanah.MG1,GLORIA'S STEP,,../../partitions/biab-internet-corpus/raw/Gloria's Step_id_09550_allanah.MG1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_59.jams
biab-internet-corpus_60.jams,Born To Ride_id_11865_allanah.MGU,Born to Ride - OldMotw&.sty demo - -,,../../partitions/biab-internet-corpus/raw/Born To Ride_id_11865_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_60.jams
biab-internet-corpus_61.jams,My Prayer_id_11210_allanah.MGU,* My Prayer,,../../partitions/biab-internet-corpus/raw/My Prayer_id_11210_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_61.jams
biab-internet-corpus_62.jams,I Only Have Eyes For You_id_01271_community.Mgu,I Only Have Eyes For You,,../../partitions/biab-internet-corpus/raw/I Only Have Eyes For You_id_01271_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_62.jams
biab-internet-corpus_63.jams,"Klappe, Klappe Kage Dk_id_04692_wdick.MGU","Klappe, Klappe kage           DK/LH",,"../../partitions/biab-internet-corpus/raw/Klappe, Klappe Kage Dk_id_04692_wdick.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_63.jams
biab-internet-corpus_64.jams,Day Trip_id_12574_allanah.MGU,Day Trip - sway.sty demo - -,,../../partitions/biab-internet-corpus/raw/Day Trip_id_12574_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_64.jams
biab-internet-corpus_65.jams,"Lover, Come Back To Me_id_01703_community.Mgu","Lover, Come Back To Me",,"../../partitions/biab-internet-corpus/raw/Lover, Come Back To Me_id_01703_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_65.jams
biab-internet-corpus_66.jams,I Cried For You_id_10061_allanah.MGU,I Cried For You,,../../partitions/biab-internet-corpus/raw/I Cried For You_id_10061_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_66.jams
biab-internet-corpus_67.jams,Third Caper_id_10784_allanah.MGU,Third Caper - JB_Brass.sty demo - -,,../../partitions/biab-internet-corpus/raw/Third Caper_id_10784_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_67.jams
biab-internet-corpus_68.jams,What Kind Of Fool Am I_id_13857_allanah.MGU,* What Kind Of Fool Am I,,../../partitions/biab-internet-corpus/raw/What Kind Of Fool Am I_id_13857_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_68.jams
biab-internet-corpus_69.jams,Tuxedo Junction_id_13755_allanah.MGU,Tuxedo Junction - Erskine Hawkins,,../../partitions/biab-internet-corpus/raw/Tuxedo Junction_id_13755_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_69.jams
biab-internet-corpus_70.jams,"Last Waltz, The_id_04821_wdick.MGU",The Last Waltz   /Reed&Mason/ M06 T06,,"../../partitions/biab-internet-corpus/raw/Last Waltz, The_id_04821_wdick.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_70.jams
biab-internet-corpus_71.jams,Dallas Blues_id_00636_community.Mgu,Dallas Blues,,../../partitions/biab-internet-corpus/raw/Dallas Blues_id_00636_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_71.jams
biab-internet-corpus_72.jams,"Green Door, The_id_02619_community.Mgu",The Green Door,,"../../partitions/biab-internet-corpus/raw/Green Door, The_id_02619_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_72.jams
biab-internet-corpus_73.jams,Laura_id_01599_community.Mgu,Laura,,../../partitions/biab-internet-corpus/raw/Laura_id_01599_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_73.jams
biab-internet-corpus_74.jams,Ac_id_00060_community.MGU,Ac-cent-tchu-ate The Positive,,../../partitions/biab-internet-corpus/raw/Ac_id_00060_community.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_74.jams
biab-internet-corpus_75.jams,Most Ev'ry Morning_id_11508_allanah.MGU,MOST EV'RY MORNING  [ - PNO ]           ,,../../partitions/biab-internet-corpus/raw/Most Ev'ry Morning_id_11508_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_75.jams
biab-internet-corpus_76.jams,Burgundy Street Blues_id_03549_wdick.MG9,Burgundy Street Blues,,../../partitions/biab-internet-corpus/raw/Burgundy Street Blues_id_03549_wdick.MG9,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_76.jams
biab-internet-corpus_77.jams,Let 'em In_id_01609_community.Mgu,Let 'Em In,,../../partitions/biab-internet-corpus/raw/Let 'em In_id_01609_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_77.jams
biab-internet-corpus_78.jams,Swngnu_id_02505_community.Mgu,Swngnu,,../../partitions/biab-internet-corpus/raw/Swngnu_id_02505_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_78.jams
biab-internet-corpus_79.jams,Do You Feel Like We Do_id_03942_wdick.MGB,Do You Feel Like We Do  ,,../../partitions/biab-internet-corpus/raw/Do You Feel Like We Do_id_03942_wdick.MGB,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_79.jams
biab-internet-corpus_80.jams,Someone Like You_id_05385_wdick.MGU,Someone Like You,,../../partitions/biab-internet-corpus/raw/Someone Like You_id_05385_wdick.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_80.jams
biab-internet-corpus_81.jams,Ory's Creole Trombone_id_12049_allanah.MGU,Ory's Creole Trombone,,../../partitions/biab-internet-corpus/raw/Ory's Creole Trombone_id_12049_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_81.jams
biab-internet-corpus_82.jams,Moonglow_id_11465_allanah.MG1,MOONGLOW                                             ,,../../partitions/biab-internet-corpus/raw/Moonglow_id_11465_allanah.MG1,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_82.jams
biab-internet-corpus_83.jams,Real Danger_id_11651_allanah.MGU,Real Danger - Metal2.Sty demo - -,,../../partitions/biab-internet-corpus/raw/Real Danger_id_11651_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_83.jams
biab-internet-corpus_84.jams,For Carlos_id_09339_allanah.MGU,FOR CARLOS   by Herb Alpert,,../../partitions/biab-internet-corpus/raw/For Carlos_id_09339_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_84.jams
biab-internet-corpus_85.jams,Old Faithful_id_08066_allanah.MGU,Old Faithful - BarberSh.Sty demo - -,,../../partitions/biab-internet-corpus/raw/Old Faithful_id_08066_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_85.jams
biab-internet-corpus_86.jams,Syeeda's Song Flute_id_02506_community.Mgx,Syeeda's Song Flute - John Coltrane,,../../partitions/biab-internet-corpus/raw/Syeeda's Song Flute_id_02506_community.Mgx,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_86.jams
biab-internet-corpus_87.jams,Symphony Sid_id_02507_community.Mgu,Symphony Sid,,../../partitions/biab-internet-corpus/raw/Symphony Sid_id_02507_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_87.jams
biab-internet-corpus_88.jams,I Let A Song Go Out Of My Heart_id_10145_allanah.MGU,I LET A SONG GO OUT OF MY HEART,,../../partitions/biab-internet-corpus/raw/I Let A Song Go Out Of My Heart_id_10145_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_88.jams
biab-internet-corpus_89.jams,Something To Live For_id_02335_community.Mgu,Something To Live For,,../../partitions/biab-internet-corpus/raw/Something To Live For_id_02335_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_89.jams
biab-internet-corpus_90.jams,That Cat Is High Sung_id_13397_allanah.MGU,That cat is high sung by Manhattan Transfer,,../../partitions/biab-internet-corpus/raw/That Cat Is High Sung_id_13397_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_90.jams
biab-internet-corpus_91.jams,"Tennessee Waltz, The_id_13510_allanah.MGU",THE TENNESSEE WALTZ                               ,,"../../partitions/biab-internet-corpus/raw/Tennessee Waltz, The_id_13510_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_91.jams
biab-internet-corpus_92.jams,"River Never Ends, The_id_02680_community.Mgu",The River Never Ends,,"../../partitions/biab-internet-corpus/raw/River Never Ends, The_id_02680_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_92.jams
biab-internet-corpus_93.jams,Moose The Mooch_id_11484_allanah.MGU,Moose The Mooche - Charles Parker,,../../partitions/biab-internet-corpus/raw/Moose The Mooch_id_11484_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_93.jams
biab-internet-corpus_94.jams,That's My Home_id_02567_community.Mgu,That's My Home,,../../partitions/biab-internet-corpus/raw/That's My Home_id_02567_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_94.jams
biab-internet-corpus_95.jams,No Nothing_id_01959_community.Mgu,No Nothing,,../../partitions/biab-internet-corpus/raw/No Nothing_id_01959_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_95.jams
biab-internet-corpus_96.jams,"Cuckoo, The_id_02595_community.Mgu",The Cuckoo,,"../../partitions/biab-internet-corpus/raw/Cuckoo, The_id_02595_community.Mgu",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_96.jams
biab-internet-corpus_97.jams,Sticky Dance #5_id_02414_community.MGX,Sticky Dance #5 - Serban Nichifor,,../../partitions/biab-internet-corpus/raw/Sticky Dance #5_id_02414_community.MGX,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_97.jams
biab-internet-corpus_98.jams,Johnny B. Goode_id_14346_allanah.MGU,Johnny B. Goode - Chuck Berry,,../../partitions/biab-internet-corpus/raw/Johnny B. Goode_id_14346_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_98.jams
biab-internet-corpus_99.jams,Christmas At Our House_id_03708_wdick.MG8,Christmas At Our House,,../../partitions/biab-internet-corpus/raw/Christmas At Our House_id_03708_wdick.MG8,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_99.jams
biab-internet-corpus_100.jams,Back Seat_id_12569_allanah.MGU,Back Seat - soul_2.sty demo - -,,../../partitions/biab-internet-corpus/raw/Back Seat_id_12569_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_100.jams
biab-internet-corpus_101.jams,Feels Like Love_id_12344_allanah.MGU,Feels Like Love - R_Pop16s.sty demo - - ,,../../partitions/biab-internet-corpus/raw/Feels Like Love_id_12344_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_101.jams
biab-internet-corpus_102.jams,Poor Girl Waltz_id_12247_allanah.MGU,Poor Girl Waltz,,../../partitions/biab-internet-corpus/raw/Poor Girl Waltz_id_12247_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_102.jams
biab-internet-corpus_103.jams,Klarinettpolka_id_10836_allanah.MGU,Klarinettpolka,,../../partitions/biab-internet-corpus/raw/Klarinettpolka_id_10836_allanah.MGU,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_103.jams
biab-internet-corpus_104.jams,Ory's Creole Trombone_id_02036_community.Mgu,Ory's Creole Trombone - Kid Ory,,../../partitions/biab-internet-corpus/raw/Ory's Creole Trombone_id_02036_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_104.jams
biab-internet-corpus_105.jams,Hit That Jive Jack_id_01138_community.Mgu,Hit That Jive Jack - Johnny Alston & Campbell 'Skeets' Tolb,,../../partitions/biab-internet-corpus/raw/Hit That Jive Jack_id_01138_community.Mgu,../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_105.jams
biab-internet-corpus_106.jams,"Man I Love, The_id_13478_allanah.MGU",The Man I Love,,"../../partitions/biab-internet-corpus/raw/Man I Love, The_id_13478_allanah.MGU",../../partitions/biab-internet-corpus/choco/jams/biab-internet-corpus_106.jams
