jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz
robbie-williams_42.jams,Rock DJ,Robbie Williams,Sing When You're Winning,03,258.566689,01/03/2003,d573ab01-ab73-4215-9fe9-680188e52583,GBAYK0000160,3102419.0,https://www.deezer.com/track/3102419,https://music.youtube.com/watch?v=ZLyyT9yW9kA,
robbie-williams_15.jams,Cursed,Robbie Williams,Escapology,13,241.828481,28/08/2006,232f78fa-915d-4b58-91d4-dee14b646ab4,GBFFG0200013,3098228.0,https://www.deezer.com/track/3098228,https://music.youtube.com/watch?v=Aw2OuHUyULc,
robbie-williams_7.jams,Lazy Days,Robbie Williams,Life Thru a Lens,01,234.666644,01/04/2004,0badde49-49c2-4f02-a25f-4a1d9175d78f,GBAYE9701180,3087535.0,https://www.deezer.com/track/3087535,https://music.youtube.com/watch?v=ntAmCUb3TuU,
robbie-williams_39.jams,If It's Hurting You,Robbie Williams,Sing When You're Winning,06,250.370227,01/03/2003,f796913b-9413-4db3-b180-0bdf3b7e6e0f,GBAYK0000131,3102422.0,https://www.deezer.com/track/3102422,https://music.youtube.com/watch?v=iX_AN-bruNM,
robbie-williams_38.jams,Supreme,Robbie Williams,Sing When You're Winning,04,258.426395,01/03/2003,d573ab01-ab73-4215-9fe9-680188e52583,GBAYK0000129,3102420.0,https://www.deezer.com/track/3102420,https://music.youtube.com/watch?v=R3v5GDixyss,
robbie-williams_6.jams,Baby Girl Window,Robbie Williams,Life Thru a Lens,11,199.999977,02/12/2022,ef27e026-cdb9-4d28-973b-76080ffdca0b,GBAYK9700066,2035264547.0,https://www.deezer.com/track/2035264547,https://music.youtube.com/watch?v=s2y-0lJj66Y,
robbie-williams_14.jams,Revolution,Robbie Williams,Escapology,07,344.554989,28/08/2006,b7812d38-6ef7-4721-867f-c90ce3557209,GBFFG0200007,3098222.0,https://www.deezer.com/track/3098222,https://music.youtube.com/watch?v=mIHhx3_1zB4,
robbie-williams_43.jams,By All Means Necessary,Robbie Williams,Sing When You're Winning,11,285.666644,01/03/2003,49839f35-bd5d-4a0a-b099-21cfc3ec42a6,GBAYK0000136,3102427.0,https://www.deezer.com/track/3102427,https://music.youtube.com/watch?v=mvageN4FW5k,
robbie-williams_55.jams,Heaven From Here,Robbie Williams,I've Been Expecting You,08,185.503333,01/04/2004,a98c6bf3-00dd-46ce-af4a-a8f2be061399,GBAYK9800018,3099007.0,https://www.deezer.com/track/3099007,https://music.youtube.com/watch?v=8iGfF_pFe0M,
robbie-williams_22.jams,Love Somebody,Robbie Williams,Escapology,06,250.09737,28/08/2006,b6c03326-9ce3-4c2f-b32d-d5839a1cf228,GBFFG0200006,3098221.0,https://www.deezer.com/track/3098221,https://music.youtube.com/watch?v=yMqZFPR_uhA,
robbie-williams_34.jams,Sin Sin Sin,Robbie Williams,Intensive Care,08,249.853311,01/01/2002,cb53c62b-f890-4e04-afc4-9b537ac6cff4,GBFFG0500010,3119906.0,https://www.deezer.com/track/3119906,https://music.youtube.com/watch?v=BddKodqqohw,
robbie-williams_18.jams,Sexed Up,Robbie Williams,Escapology,05,261.666644,28/08/2006,33440cea-fb02-4555-a4fc-0fcb8c7de53f,GBFFG0200005,3098220.0,https://www.deezer.com/track/3098220,https://music.youtube.com/watch?v=fzg9HFsFwhc,
robbie-williams_59.jams,Millennium,Robbie Williams,I've Been Expecting You,03,247.573311,01/04/2004,a98c6bf3-00dd-46ce-af4a-a8f2be061399,GBAYK9800003,3099002.0,https://www.deezer.com/track/3099002,https://music.youtube.com/watch?v=sGDzkz3rKV4,
robbie-williams_52.jams,Grace,Robbie Williams,I've Been Expecting You,06,193.632744,01/04/2004,cfc28145-943f-43e6-b736-fcb1c22b65e1,GBAYK9800017,3099005.0,https://www.deezer.com/track/3099005,https://music.youtube.com/watch?v=3ptkYl7l_rE,
robbie-williams_44.jams,The Road To Mandalay,Robbie Williams,Sing When You're Winning,12,237.694535,01/03/2003,329f8fa2-354c-4792-88f3-671e6654d50c,GBAYK0000137,3102428.0,https://www.deezer.com/track/3102428,https://music.youtube.com/watch?v=3wu3ZUMTr7g,
robbie-williams_13.jams,How Peculiar,Robbie Williams,Escapology,01,193.422426,28/08/2006,3ba767c8-e59a-4fe7-a557-29c8a46e2d8e,GBFFG0200001,3098216.0,https://www.deezer.com/track/3098216,https://music.youtube.com/watch?v=fX-Ugj7Dutk,
robbie-williams_1.jams,Clean,Robbie Williams,Life Thru a Lens,10,235.439977,01/04/2004,efdc9b48-3618-4604-a73e-2c17d14b3262,GBAYE9701187,3087544.0,https://www.deezer.com/track/3087544,https://music.youtube.com/watch?v=0wvDP2071J0,
robbie-williams_29.jams,Spread Your Wings,Robbie Williams,Intensive Care,04,230.933311,01/01/2002,ec6ef61c-9b22-4113-bcdd-a71736359616,GBFFG0500006,3119902.0,https://www.deezer.com/track/3119902,https://music.youtube.com/watch?v=osR8h8HvLu0,
robbie-williams_48.jams,Love Calling Earth,Robbie Williams,Sing When You're Winning,08,245.630431,01/03/2003,c6acf723-7235-492e-898a-4c8426dd32ff,GBAYK0000133,3102424.0,https://www.deezer.com/track/3102424,https://music.youtube.com/watch?v=BJrZFtMY30U,
robbie-williams_33.jams,Random Acts Of Kindness,Robbie Williams,Intensive Care,09,255.203696,01/01/2002,bade7814-bc56-44a2-95ca-780479b65f8c,GBFFG0500011,3119907.0,https://www.deezer.com/track/3119907,https://music.youtube.com/watch?v=OTb4d3gWzz0,
robbie-williams_25.jams,Monsoon,Robbie Williams,Escapology,04,226.632676,28/08/2006,d8d0d568-f2c6-433d-8a2a-4754e1497394,GBFFG0200004,3098219.0,https://www.deezer.com/track/3098219,https://music.youtube.com/watch?v=V62jBC1n4sE,
robbie-williams_24.jams,Song 3,Robbie Williams,Escapology,11,230.804376,28/08/2006,344a6d7a-3b4a-4d3a-b8b2-c84ebcbee019,GBFFG0200011,3098226.0,https://www.deezer.com/track/3098226,https://music.youtube.com/watch?v=eFix_zqUqEs,
robbie-williams_32.jams,The Trouble With Me,Robbie Williams,Intensive Care,10,260.906644,01/01/2002,a43c8bc2-8bba-4e6b-b4a1-b6f79a975766,GBFFG0500012,3119908.0,https://www.deezer.com/track/3119908,https://music.youtube.com/watch?v=pKVhC_UrFXQ,
robbie-williams_49.jams,Kids,Robbie Williams,Sing When You're Winning,05,286.706644,01/03/2003,d573ab01-ab73-4215-9fe9-680188e52583,GBAYK0000130,3102421.0,https://www.deezer.com/track/3102421,https://music.youtube.com/watch?v=4Zb9nT7SV-0,
robbie-williams_28.jams,King Of Bloke And Bird,Robbie Williams,Intensive Care,12,373.119977,01/01/2002,710ddddd-0e1b-4239-af7f-3b25d0cb1163,GBFFG0500028,3119910.0,https://www.deezer.com/track/3119910,https://music.youtube.com/watch?v=H12PfqmK40I,
robbie-williams_0.jams,Killing Me,Robbie Williams,Life Thru a Lens,09,236.266644,01/04/2004,a5050dcc-1a13-405b-afb2-9904045a45bb,GBAYE9701185,3087543.0,https://www.deezer.com/track/3087543,https://music.youtube.com/watch?v=9sQfbICmcs8,
robbie-williams_12.jams,Feel,Robbie Williams,Escapology,02,263.899615,28/08/2006,344a6d7a-3b4a-4d3a-b8b2-c84ebcbee019,GBFFG0200002,3098217.0,https://www.deezer.com/track/3098217,https://music.youtube.com/watch?v=90cFGw5_nfU,
robbie-williams_45.jams,Singing For The Lonely,Robbie Williams,Sing When You're Winning,07,271.593878,01/03/2003,c6b3a724-87ae-4aa3-8099-8a72d70dca9b,GBAYK0000132,3102423.0,https://www.deezer.com/track/3102423,https://music.youtube.com/watch?v=QgZQcsEK-6o,
robbie-williams_53.jams,Phoenix From The Flames,Robbie Williams,I've Been Expecting You,04,242.444308,01/04/2004,29791fd9-330c-4bb3-9907-be79bd044a4d,GBAYK9800015,3099003.0,https://www.deezer.com/track/3099003,https://music.youtube.com/watch?v=q1PBlsjWiCI,
