jams_file,track_name,artist_name,album_name,track_number,duration,release_year,musicbrainz,isrc,deezer_id,deezer_url,youtube_url,acousticbrainz,spotify_id
nottingham_239.jams,Bill Charlton's Fancy,Richard Butler,The Perfect Triangle,16,196.0,01/01/1985,f3d725cc-5122-4164-a662-143aa3ce26c3,GBAJX8534516,125155702.0,https://www.deezer.com/track/125155702,https://music.youtube.com/watch?v=qHHASUODmvQ,,
nottingham_144.jams,Rollstone Mountain,Dorothy,28 Days in the Valley,4,252.373,,6f6eefb9-8666-475a-8d1d-1418eef54691,,,,https://music.youtube.com/watch?v=ORnvO1VyYMk,,
nottingham_175.jams,Spanish Dance,Nemanja Radulovic,Roots,5,211.0,07/10/2022,154dbb5b-6d29-4593-b153-f2dd40061c98,GBAYC2200511,1830209377.0,https://www.deezer.com/track/1830209377,https://music.youtube.com/watch?v=JXn5aUWxu5k,,
nottingham_897.jams,East Dene,The Lothian Scottish Dance Band,In Strict Tempo,14,273.0,01/01/1987,c585cde4-660d-4fd5-9d82-c6c14dd1b418,GBAHX0700185,1241512242.0,https://www.deezer.com/track/1241512242,https://music.youtube.com/watch?v=Tmwws2Z3K1k,,
nottingham_445.jams,Oyster Girl,Tim Jones & The Dark Lanterns,The Oyster Girl,1,184.0,04/04/2016,,SEYOK1615307,121683744.0,https://www.deezer.com/track/121683744,https://music.youtube.com/watch?v=T6MTWFK1-8Y,,
nottingham_413.jams,The Matelot,Frank Beermann,Meyerbeer: Vasco de Gama,8,207.0,03/06/2014,,DEB201382821,100414078.0,https://www.deezer.com/track/100414078,https://music.youtube.com/watch?v=yo1jXT3TxMg,,
nottingham_736.jams,I Belong to Glasgow,James Last,James Last In Scotland,5,214.0,12/04/2019,,DEF068407840,661540362.0,https://www.deezer.com/track/661540362,https://music.youtube.com/watch?v=mq0aaL1W3Y4,,
nottingham_671.jams,John and Tony,Do It Now,"Rich Get Richer (feat. Paul Richmond, Tony Vacca & John Isaac Sheldon)",1,193.0,01/07/2020,2fd67157-bbef-4fbc-a092-671d9f25e558,QZHN92067112,1009608742.0,https://www.deezer.com/track/1009608742,https://music.youtube.com/watch?v=Tbpafep8xqs,,
nottingham_117.jams,Polly Put the Kettle on,Nursery Rhymes,30 Love To Sing Nursery Rhymes,11,72.0,13/04/2015,,DGA092303026,2436167165.0,https://www.deezer.com/track/2436167165,https://music.youtube.com/watch?v=rHqIKQwrxbw,,
nottingham_400.jams,Longthwaite,Rain Sounds For Sleep,…And Frosty Relaxing Rain,,151.0,,,,,,https://music.youtube.com/watch?v=UVpUwvgZ5Io,,
nottingham_717.jams,Lorna's Reel,The Nordic Fiddlers Bloc,Deliverance,9,223.0,01/04/2016,aef902be-5834-4e41-ad77-2693f447d553,NOVYC1501090,1033362992.0,https://www.deezer.com/track/1033362992,https://music.youtube.com/watch?v=oA-aoZHmZKQ,,
nottingham_892.jams,The Dublin Dance,Leonard Cohen,Live In Dublin,8,249.0,28/11/2014,,CAC221400080,87518459.0,https://www.deezer.com/track/87518459,https://music.youtube.com/watch?v=FIBGblmXC_8,,
nottingham_683.jams,Kiss Me Quick Me Mither's Coming,Jennifer Pratt-Walter,Ancient Realms: Solo Celtic Harp,11,140.0,01/01/1998,d6841f02-7720-4f9e-b5f0-60d327ab1a03,USHM80347138,9343693.0,https://www.deezer.com/track/9343693,https://music.youtube.com/watch?v=0hWnCg-sZBA,,
nottingham_747.jams,Maid of GlenConnel,Regimental Band of the Coldstream Guards,"Regimental Marches of the British Army, Vol. 1",21,77.0,01/07/2005,2d23679f-06c6-4932-a4fb-1da09705732e,GBLWD0310321,1485237132.0,https://www.deezer.com/track/1485237132,https://music.youtube.com/watch?v=4ASzs0XMG_A,,
nottingham_490.jams,Scollys,Fiona McAllister,Echo,13,222.0,01/01/2003,,USCGH0590671,9630545.0,https://www.deezer.com/track/9630545,https://music.youtube.com/watch?v=Ohpz6G05q98,,
nottingham_319.jams,Fram Apon Him,Jim's Red Pants,More Luck to Us All,23,212.0,20/07/2020,2c69be3e-7cc3-456f-968f-712788d4812b,QMAAK2060685,1034664782.0,https://www.deezer.com/track/1034664782,https://music.youtube.com/watch?v=L-P_cA8Y2Y8,,
nottingham_995.jams,Bonny Lass of Fyfie,The King’s Singers,All at Once Well Met: English Madrigals,1,75.866,,b2853eb9-30fd-471e-8bab-7afeb41c22dc,,,,https://music.youtube.com/watch?v=AHcXbfDbvNg,,
nottingham_407.jams,Major Mackie,The Bill Hendry Dance Band,The Scottish Sound of The Bill Hendry Dance Band,6,141.0,01/01/2007,,GBXQU0801616,1225384792.0,https://www.deezer.com/track/1225384792,https://music.youtube.com/watch?v=yH4T_yj75Jk,,
nottingham_246.jams,Brian Borouhme,Dominique Dalcan,Cannibale,7,279.6,,d7613114-dca1-4797-9b7b-c2eddc33a86f,,,,https://music.youtube.com/watch?v=Dgp3gIL-FKc,,
nottingham_244.jams,Bonnets So Blue,Steeleye Span,Good Times Of Old England: Steeleye Span 1972-1983,6,210.0,27/05/2022,eb6d6554-1220-471d-aacc-d72295146c76,UKKP21400006,1787384567.0,https://www.deezer.com/track/1787384567,https://music.youtube.com/watch?v=rbJ4DR6h9oo,,
nottingham_870.jams,The Yeti,Choppy T!de,Creme Couch Recordings (Big Sofa Version),7,327.0,29/06/2020,4a8e0722-d9e2-4bad-9123-c17dd31747f9,QZHN92018975,1005777092.0,https://www.deezer.com/track/1005777092,https://music.youtube.com/watch?v=fHeEtXqogZ4,,
nottingham_16.jams,Abram Circle,The Cluster of Nuts Band,Fridge in the Fast Lane,5,170.0,27/10/2012,05212078-3692-40d3-afb3-9d1435f67d33,GBAEA0000105,61091487.0,https://www.deezer.com/track/61091487,https://music.youtube.com/watch?v=gPjDIzxaxtQ,,
nottingham_326.jams,Glendaruel Highlanders,Massed Pipes & Drums,The Royal Edinburgh Military Tattoo - Traditional Favorites Vol. 1,17,476.0,14/02/2015,243ebff6-0162-4c37-961d-c3514e29fcc4,QMHCW9511210,100592456.0,https://www.deezer.com/track/100592456,https://music.youtube.com/watch?v=zBUQSzsJDb0,,
nottingham_153.jams,Sailor's Hornpipe,Robin Jeffrey,"Seafarers, Smugglers and Shipwreck",25,48.0,20/06/2000,4a7c2e4d-8799-425d-8455-8e56abb1c237,GBBGL0001398,141757607.0,https://www.deezer.com/track/141757607,https://music.youtube.com/watch?v=wFn4KGYNfV4,,
nottingham_142.jams,Rodney's Glory,Michael Fitzpatrick,"Anthology, Vol. 13: Rambling Rake / Rodney's Glory / Roving Peddler",17,125.0,01/02/2012,18250c4f-cd49-4249-8101-f895f212b8ff,USGCV1277600,2461332245.0,https://www.deezer.com/track/2461332245,https://music.youtube.com/watch?v=aDS73mzX3To,,
nottingham_689.jams,Korobushka,Mixmaster JJ,Einhorn Mallorca 2017 Party - Schlager Hits für deine Fete 2018,17,207.0,09/06/2017,13c2c7c2-a1c9-4651-8738-83463bf7bbe2,DEZ521700219,372907711.0,https://www.deezer.com/track/372907711,https://music.youtube.com/watch?v=vvC2vjtmUX8,,
nottingham_163.jams,The Scholar,Steuart Bedford,"Holst: The Wandering Scholar, Ballet from The Perfect Fool & Egdon Heath",1,82.0,01/01/1975,a040e338-a1e9-4920-8383-a69463bcc846,GBAYC8806354,669605742.0,https://www.deezer.com/track/669605742,https://music.youtube.com/watch?v=cn25B7Hwx5s,,
nottingham_648.jams,Ian Duncan,John Ellis and His Highland Country Band,John Ellis & His Highland Country Band,7,157.0,01/01/1987,472f6451-f0fb-4565-8fe9-965e7aaefe96,GBAHX0700147,1240805052.0,https://www.deezer.com/track/1240805052,https://music.youtube.com/watch?v=1NT4wVcjLQs,,
nottingham_524.jams,Sweets of May,Ellery Klein & Ryan Lacey,Step Into the Beat: The Complete Collection,45,220.0,20/11/2015,689f9f70-9c46-48b7-918a-64cfbc5d089e,USHM81511125,112886104.0,https://www.deezer.com/track/112886104,https://music.youtube.com/watch?v=gcMB3PABtVk,,
nottingham_403.jams,"Love, Port and Sherry",Henri Salvador,20 Chansons d’or,17,157.933,,32105f95-82d0-42b1-bff6-13f8bb4d3cc4,,,,https://music.youtube.com/watch?v=5ZNFnafF_9k,,
nottingham_456.jams,Platnix,,,,,,,,,,,,
nottingham_345.jams,Hot Punch,The Edinburgh Military Tatoo,La cornemuse écossaise,11,1360.0,18/08/2010,,FRZ177410620,6914796.0,https://www.deezer.com/track/6914796,https://music.youtube.com/watch?v=-x1cn5WLEQY,,
nottingham_262.jams,Charlie Hunter,Cory Wong,Motivational Music for the Syncopated Soul,10,208.0,02/08/2019,8d458666-ce91-4cd0-ac8b-5e4306a5e5f7,QZFYX1984388,693941312.0,https://www.deezer.com/track/693941312,https://music.youtube.com/watch?v=kLSxZazGQFU,,
nottingham_145.jams,Rose Tree,Lismore City Pipe Band,Calm Before the Storm,1,188.0,26/02/2001,8b099cf4-a0b5-4f9f-9f5f-aeaefa97c915,TCAEC1978097,1008607422.0,https://www.deezer.com/track/1008607422,https://music.youtube.com/watch?v=IJkLMS7eACk,,
nottingham_368.jams,Jopplety How,Roger Chapman,Anthology 1979 - 1998,6,341.0,,415a6b28-ab3f-40ef-8c4b-41ce1b406dc7,,,,,,
nottingham_841.jams,Walter Bulliver,WIZO,Bleib tapfer / Für’n Arsch,20,242.04,,9d12ef14-007d-493e-b155-78d5d833bf09,,,,https://music.youtube.com/watch?v=INUVApY88pA,,
nottingham_182.jams,Storrers,John Ellis and His Highland Country Band,Fire In The Kilt,11,145.0,01/01/1987,,GBAHX9600438,1240805792.0,https://www.deezer.com/track/1240805792,https://music.youtube.com/watch?v=vgqK4wxhxLo,,
nottingham_184.jams,Sugar in the Gourd,Mac Martin & The Dixie Travelers,Appalachian Banjo Breakdown: 30 Bluegrass Banjo Classics,16,74.0,12/11/2021,,US86A2100450,1543627112.0,https://www.deezer.com/track/1543627112,https://music.youtube.com/watch?v=Qm3geNVK4TA,,
nottingham_773.jams,Aunt Hessie's White Horse,Over the Rhine,Snow Angels,3,256.0,,71c7c7ae-0df9-474d-a94d-30094d0dc6a4,,,,https://music.youtube.com/watch?v=yw5y7AuHq3s,,
nottingham_879.jams,Dinners 2,Hip Hop Construction Co.,"No More Tv Dinners, Pt. 2",1,262.0,28/11/2020,a80a720a-7590-4bbc-9420-b2e517535e45,GBKPL2027565,1865717067.0,https://www.deezer.com/track/1865717067,https://music.youtube.com/watch?v=J2dJDcYDSfM,,
nottingham_1023.jams,Coloured Aristocracy,The New Lost City Ramblers,Coloured Aristocracy,12,128.0,18/04/2016,,NLRD51409647,123175178.0,https://www.deezer.com/track/123175178,https://music.youtube.com/watch?v=PMCVOaZ3d-4,,
nottingham_147.jams,Roxburgh Castle,Arthur Spink,Happy Accordion,11,196.0,14/08/2020,46b59dec-fb6d-48be-99b4-5b30e8ad687d,GBBLY2001591,1038401512.0,https://www.deezer.com/track/1038401512,https://music.youtube.com/watch?v=qacYVKSmfEs,,
nottingham_910.jams,Far From Home,Sam Feldt,Far Away From Home (feat. Leony),1,163.0,12/06/2020,9a575792-1448-4b3f-9c02-2580efd4aa9a,NLZ542000837,986379042.0,https://www.deezer.com/track/986379042,https://music.youtube.com/watch?v=HSxoOyuA3eE,,
nottingham_655.jams,Jack O'Lantern,Halloween Horreur,Musique d'Halloween d'Horreur: Musique Ambiance Halloween 2022,7,269.0,30/09/2022,21d837a3-459e-4ce7-8582-8f8dbf18fcbb,ITLU52123927,1950788187.0,https://www.deezer.com/track/1950788187,https://music.youtube.com/watch?v=qiuPXFrEhrA,,
nottingham_509.jams,Slashers,Cannibal Corpse,Red Before Black,3,285.0,03/11/2017,87ea11aa-fd44-4a53-998e-4bf4ec25510d,USMBR1712628,405260502.0,https://www.deezer.com/track/405260502,https://music.youtube.com/watch?v=2FsfryL4mao,,
nottingham_758.jams,Road to Dundee,The Corries,Scottish Love Songs,2,187.0,30/12/2016,,GBF080400411,139102847.0,https://www.deezer.com/track/139102847,https://music.youtube.com/watch?v=5JCT7SCkLuA,,
nottingham_350.jams,Humours of Donnybrook,Bert Murray,Music Of The Fiddle Volume 4,14,170.0,01/01/2001,,GBHYK0701066,1225514622.0,https://www.deezer.com/track/1225514622,https://music.youtube.com/watch?v=w9G3jAkngqw,,
nottingham_437.jams,Aux Bois De Norwich or Norwich Woods,Martin Winsor,The Transports: A Ballad Opera by Peter Bellamy,9,285.0,,39947443-d067-45c0-9ce4-b0128ff620d1,,,,https://music.youtube.com/watch?v=OSLE0Z3vkdc,,
nottingham_248.jams,The Mug of Brown Ale,De Orca Studio Orkest,"Muziek voor Iedereen, Deel 9",7,105.0,28/07/2015,,NLG620573902,108998368.0,https://www.deezer.com/track/108998368,https://music.youtube.com/watch?v=vraPUlX0K4A,,
nottingham_227.jams,Avon Jig,Queens of the Stone Age,Era Vulgaris,8,197.68,,2efa9bd0-a16e-47a1-9750-4012b542ed83,,,,https://music.youtube.com/watch?v=bJ8aHlxR5D8,,
nottingham_119.jams,Pretty Little Widder,Galax Bogtrotters,Old-Time Jubilations,10,126.0,01/04/2017,60e6f3d6-2d77-4600-90b2-50f589861e5a,QMKFQ1500073,145638476.0,https://www.deezer.com/track/145638476,https://music.youtube.com/watch?v=ZyM0HJvacEk,,
nottingham_568.jams,Wassail 2,Vision Mastermixers,A Christmas Party Medley,2,868.0,15/01/2016,8313870d-9d7b-47a8-8e49-b8b907e28c09,DK5C50004227,117481748.0,https://www.deezer.com/track/117481748,https://music.youtube.com/watch?v=4pNtKjlPPiY,,
nottingham_122.jams,Bottom of the Punch Bowl,David Arkenstone,Celtic Christmas,11,248.0,03/03/2015,39fb50eb-d972-41f1-9adc-c6b19e864edb,USB4U1250302,95460790.0,https://www.deezer.com/track/95460790,https://music.youtube.com/watch?v=rajyft_w8MU,,
nottingham_959.jams,Barren Rocks of Aden,Artisti Vari,"Celtic Colours Live, Vol. 6",13,111.0,07/12/2018,,CAIM51800013,587350312.0,https://www.deezer.com/track/587350312,https://music.youtube.com/watch?v=WS34258cchc,,
nottingham_804.jams,The Lad with the Plaidie,Will Star,Will Starr The Early Years Volume 2,1,176.0,01/01/2002,a3783024-412b-41cf-9b28-820080136c0f,GBHYK0700578,1225769242.0,https://www.deezer.com/track/1225769242,https://music.youtube.com/watch?v=o4MP0DogZfA,,
nottingham_932.jams,Gaspe Reel,Seawolves,Seawolves,10,98.0,20/03/2011,,USCGH1148883,10039100.0,https://www.deezer.com/track/10039100,https://music.youtube.com/watch?v=q66B09jTLC4,,
nottingham_57.jams,Reel de Mattawa,Old Man Medicine,Old Man Medicine,14,240.0,28/02/2021,ae168e62-2f43-483b-9614-a22f93e91912,QZAMM2051961,2027581057.0,https://www.deezer.com/track/2027581057,https://music.youtube.com/watch?v=lYxK6EURNAQ,,
nottingham_518.jams,Starry Night for a Ramble,Warren Fahey,Warren Fahey's Australian Bush Orchestra,18,317.0,06/04/2012,aa3c7baf-3bf5-4afa-811e-453e3e1a27c1,AUAB01200068,1290897922.0,https://www.deezer.com/track/1290897922,https://music.youtube.com/watch?v=mHs7lnZ55Wk,,
nottingham_550.jams,Wideford Hill,The Scottish Fiddle Orchestra,The Northern Lights,10,242.0,25/10/2011,17daadd4-b7b2-4a5b-88c6-81ffc22e98c0,GBABT9001210,14428165.0,https://www.deezer.com/track/14428165,https://music.youtube.com/watch?v=zeAD2_wSSak,,
nottingham_68.jams,Miss Campbell,Concerto Caledonia,Robert Mackintosh: Airs Minuets Gavotts & Reels,9,88.0,11/03/2013,,GBEBL3412809,1061068342.0,https://www.deezer.com/track/1061068342,https://music.youtube.com/watch?v=GgwKPLsYgHg,,
nottingham_476.jams,The Rocking Horse,SUMMER CLASSIC,Scenes from Childhood Op. 15,9,40.0,08/09/2019,c1d19724-b265-4ed3-b952-9fbbf1c09286,AUXN21923704,747858092.0,https://www.deezer.com/track/747858092,https://music.youtube.com/watch?v=MujEXWrO9KA,,
nottingham_668.jams,Johnny's Lover's gone,Wolfram Hochstetter,Circular Songbook,5,191.0,27/07/2012,14ab9652-4adc-43f8-971c-f6d83d6d50b2,DED811220050,51679471.0,https://www.deezer.com/track/51679471,https://music.youtube.com/watch?v=6IYmW1AA2jI,,
nottingham_428.jams,Nantwich Fair,Chalktown,You Never See The One,10,270.0,02/01/2010,db0aa5f3-222b-486e-a6e7-2a20cce4e0c6,GB4UN0900010,8478589.0,https://www.deezer.com/track/8478589,https://music.youtube.com/watch?v=aYoJUsheySk,,
nottingham_112.jams,Pilgarlic,Donna Kane,Flower Maze,3,122.0,20/10/2022,,AEA0D2288227,1980192047.0,https://www.deezer.com/track/1980192047,https://music.youtube.com/watch?v=Gt2wnz7oTwo,,
nottingham_91.jams,Nine Pint Cloggie,Big Yaya,I Wish I Was Alive in the 80s,8,118.413,,77eba22a-7c82-4e27-9a62-0fbd1835b461,,,,https://music.youtube.com/watch?v=K2z55xHjgrw,,
nottingham_283.jams,Danse De Chez Nous,swagg musique,La danse de chez nous,1,266.0,08/11/2021,a2652d6a-c56e-49aa-9db4-f168816e25f9,FR0Z50074483,1542076642.0,https://www.deezer.com/track/1542076642,https://music.youtube.com/watch?v=06qTaMxytjw,,
nottingham_202.jams,March of St Timothy,Meridian,Dance with Meridian,1,184.0,01/08/2020,0f74c650-a62a-40a4-bc0c-3c57ca9191ab,USHM92044989,1046253642.0,https://www.deezer.com/track/1046253642,https://music.youtube.com/watch?v=K3If7fFEe5k,,
nottingham_725.jams,Blaenwern,Massed Choirs From Merseyside,100 Best Hymns,16,169.0,14/03/2011,ebcb11b1-26f1-462c-b0c6-0c0316dbb8b7,GBAYC9102611,10029714.0,https://www.deezer.com/track/10029714,https://music.youtube.com/watch?v=tGOlomcsWXQ,,
nottingham_187.jams,Miss Susan Cooper,Bonnie Rideout,Kindred Spirits,8,290.0,01/04/1996,6b099b5d-4648-48e7-b4aa-78f16d328330,USMM70421408,11331729.0,https://www.deezer.com/track/11331729,https://music.youtube.com/watch?v=4zMKppHYczg,,
nottingham_359.jams,Irish Washerwoman,Evergreen Música Irlandesa,Música Tradicional Irlandesa,2,172.0,01/01/2017,,GBSMU4206272,411322012.0,https://www.deezer.com/track/411322012,https://music.youtube.com/watch?v=wQ1lApMT54o,,
nottingham_961.jams,Alabama Jubilee,Big Tiny Little,Honky Tonk Piano,10,119.0,31/12/1899,25c471bc-3bf2-4e6f-9a17-c2e51c19925f,GBLGL0916372,450292922.0,https://www.deezer.com/track/450292922,https://music.youtube.com/watch?v=QPArqGOdCQM,,
nottingham_833.jams,Thames Hornpipe,Patrick Street,All In Good Time,8,170.0,15/03/2006,910f9b60-d88a-4fe0-9070-8cc14a4af208,USPBR0420965,5564795.0,https://www.deezer.com/track/5564795,https://music.youtube.com/watch?v=Yqj7Aycfi7Q,,
nottingham_521.jams,Stratfield Saye,Java Jazz Cafe,A Daytime Walk with Harmony,32,153.0,17/10/2022,2c01bf94-6124-4218-8b8f-faec4752e6ba,GB2812045892,1968568587.0,https://www.deezer.com/track/1968568587,https://music.youtube.com/watch?v=4UgesNOQXBw,,
nottingham_654.jams,Jack's Life,The Holloway Tape,Painted World of the Holloway Tape,6,148.0,07/11/2020,62235ecc-9e3b-4d54-b7e8-2bccba7bcbe2,QZNWR2058292,1135404592.0,https://www.deezer.com/track/1135404592,https://music.youtube.com/watch?v=7In_a92qP7g,,
nottingham_792.jams,Hamish,M. C. Beaton,Hamish Macbeth verschlägt es die Sprache - Schottland-Krimis - Teil 14 (Ungekürzt),70,181.0,28/07/2023,,DEXN92303103,2372173035.0,https://www.deezer.com/track/2372173035,https://music.youtube.com/watch?v=AqoGqoFCi2A,,
nottingham_115.jams,Pleasures of the Town,Roy McMillan,"Pax Britannica – The Climax of an Empire (Pax Britannica, Vol. 2) (Unabridged)",15,442.0,05/07/2011,5cad6382-2439-4c29-9ce5-9b19641bfc5f,HKD840903634,47517711.0,https://www.deezer.com/track/47517711,https://music.youtube.com/watch?v=nrttD8se-Yc,,
nottingham_1019.jams,Chorus Jig,Sarah Marie Mullen,We Brought the Summer With Us,9,126.0,03/08/2010,3c69e786-fad4-4af7-95ab-bd294ae8ed81,USTCG1069177,105246662.0,https://www.deezer.com/track/105246662,https://music.youtube.com/watch?v=HjcPZssV4J4,,
nottingham_523.jams,Swallowtail,Nele Rave,Celtic Melancholy,6,108.0,23/07/2023,a7c91fe9-8876-4931-bf43-fbf452e63d1a,USL4Q2349689,2461680355.0,https://www.deezer.com/track/2461680355,https://music.youtube.com/watch?v=9N8H2a_tOo4,,
nottingham_651.jams,Indian Reel,Jean Carignan,Old Time Fiddle Tunes Played by Jean Carignan,7,118.0,01/01/1960,63554c2f-1117-4ce3-abfa-2cdbe65544a8,USSF16053107,4416916.0,https://www.deezer.com/track/4416916,https://music.youtube.com/watch?v=Lx6bMaKqPFA,,
nottingham_859.jams,The Wild Irishman,The Chieftains,Further Down The Old Plank Road,6,258.0,08/09/2003,,USV110300179,629228.0,https://www.deezer.com/track/629228,https://music.youtube.com/watch?v=-4zeIjrhl5A,,
nottingham_254.jams,There Came A Young Man,The MacLellan Trio,Cape Breton Violins,9,173.0,30/09/2022,e7440ee7-9871-4830-94f2-445c030cd824,GX89G2231860,1916202947.0,https://www.deezer.com/track/1916202947,https://music.youtube.com/watch?v=ZLBCXAGl0Mo,,
nottingham_196.jams,Teetotaller's Reel,Bobby MacLeod and his Scottish Dance Band,Highland Treasure,8,216.0,01/01/2003,3a69a52f-78c2-426b-a072-3e35a4d61c58,GBXQU0800774,1233243062.0,https://www.deezer.com/track/1233243062,https://music.youtube.com/watch?v=CblcnSEtpGE,,
nottingham_222.jams,Armstrongs,Justin Hurwitz,First Man (Original Motion Picture Soundtrack),20,145.0,12/10/2018,,USQ4E1804036,882819902.0,https://www.deezer.com/track/882819902,https://music.youtube.com/watch?v=AQh91b3Uxcs,,
nottingham_242.jams,Blarney Pilgrim,Gaelic Storm,Titanic: Special Edition,2,227.0,16/11/1998,,USSM19803259,13143874.0,https://www.deezer.com/track/13143874,https://music.youtube.com/watch?v=1YK5Icy1F2g,,
nottingham_39.jams,Tideswell Processional,Philip Jones Brass Ensemble,Fanfare,,57.0,,,,,,https://music.youtube.com/watch?v=UCqME5Th0rs,,
nottingham_515.jams,Spider Island,Crippled Black Phoenix,New Dark Age,1,315.0,27/11/2015,23a5a2f4-4078-4b26-990a-5bdb3b263d04,FR33T1637501,111707728.0,https://www.deezer.com/track/111707728,https://music.youtube.com/watch?v=tdtzr8vyrYQ,,
nottingham_128.jams,Randel's Reel,Charlie McKerron & Keith Collins & Jennifer Wilson & George Cowie,"Music of the Fiddle, Vol. 1: The Moray Players",1,261.0,01/01/1999,3a69a52f-78c2-426b-a072-3e35a4d61c58,GBHYK0701009,1225514312.0,https://www.deezer.com/track/1225514312,https://music.youtube.com/watch?v=EDd8-hRQ5cw,,
nottingham_733.jams,Dreaming,The National,Laugh Track,5,226.0,18/09/2023,3f665b64-9b0d-4a57-983d-54eeee945f33,GBAFL2300412,2428561695.0,https://www.deezer.com/track/2428561695,https://music.youtube.com/watch?v=qtJaFC-ofhM,,
nottingham_188.jams,Oh Susanna,劉緯武 (Liu Weiwu),Crystal Piano Rainy Night,20,138.0,20/09/2023,,TWAA72300826,2453021645.0,https://www.deezer.com/track/2453021645,https://music.youtube.com/watch?v=yA_xr4mu7h0,,
nottingham_430.jams,Ninepins,Mindful Spirit,Magic Pan Pipes,7,335.0,10/07/2015,,DK5C50073513,103980332.0,https://www.deezer.com/track/103980332,https://music.youtube.com/watch?v=utGJWuDc56c,,
